layer,x,y,reflectance,melted
7,17,11,0.7639,1
7,17,12,0.2289,0
7,17,13,0.1404,0
7,17,14,0.1501,0
7,17,15,0.1441,0
7,17,16,0.1889,0
7,17,17,0.1811,0
7,17,18,0.7691,1
7,17,19,0.8213,1
7,17,20,0.8578,1
7,17,21,0.838,1
7,17,22,0.7934,1
7,17,23,0.8214,1
7,17,24,0.8594,1
7,17,25,0.2069,0
7,17,26,0.2175,0
7,17,27,0.1675,0
7,17,28,0.1749,0
7,17,29,0.1904,0
7,17,30,0.1896,0
7,17,31,0.8088,1
7,18,0,0.1938,0
7,18,1,0.1897,0
7,18,2,0.2225,0
7,18,3,0.1398,0
7,18,4,0.08,0
7,18,5,0.2266,0
7,18,6,0.1617,0
7,18,7,0.7421,1
7,18,8,0.8065,1
7,18,9,0.7584,1
7,18,10,0.7301,1
7,18,11,0.7332,1
7,18,12,0.8142,1
7,18,13,0.1185,0
7,18,14,0.1665,0
7,18,15,0.1376,0
7,18,16,0.0845,0
7,18,17,0.2187,0
7,18,18,0.2318,0
7,18,19,0.1902,0
7,18,20,0.8352,1
7,18,21,0.8439,1
7,18,22,0.7737,1
7,18,23,0.883,1
7,18,24,0.8175,1
7,18,25,0.9482,1
7,18,26,0.227,0
7,18,27,0.1764,0
7,18,28,0.1672,0
7,18,29,0.2217,0
7,18,30,0.2324,0
7,18,31,0.1772,0
7,19,0,0.7333,1
7,19,1,0.8017,1
7,19,2,0.252,0
7,19,3,0.1686,0
7,19,4,0.2323,0
7,19,5,0.1557,0
7,19,6,0.1437,0
7,19,7,0.2451,0
7,19,8,0.859,1
7,19,9,0.8198,1
7,19,10,0.8422,1
7,19,11,0.7673,1
7,19,12,0.7791,1
7,19,13,0.8727,1
7,19,14,0.1899,0
7,19,15,0.1469,0
7,19,16,0.1999,0
7,19,17,0.1256,0
7,19,18,0.2106,0
7,19,19,0.201,0
7,19,20,0.1674,0
7,19,21,0.7881,1
7,19,22,0.808,1
7,19,23,0.8636,1
7,19,24,0.8077,1
7,19,25,0.7488,1
7,19,26,0.8151,1
7,19,27,0.2499,0
7,19,28,0.1539,0
7,19,29,0.1228,0
7,19,30,0.1017,0
7,19,31,0.2191,0
7,20,0,0.8591,1
7,20,1,0.8991,1
7,20,2,0.7914,1
7,20,3,0.1779,0
7,20,4,0.21,0
7,20,5,0.1604,0
7,20,6,0.2272,0
7,20,7,0.1948,0
7,20,8,0.2196,0
7,20,9,0.8224,1
7,20,10,0.8538,1
7,20,11,0.8549,1
7,20,12,0.7794,1
7,20,13,0.8366,1
7,20,14,0.8539,1
7,20,15,0.7567,1
7,20,16,0.1954,0
7,20,17,0.1614,0
7,20,18,0.164,0
7,20,19,0.2119,0
7,20,20,0.2311,0
7,20,21,0.2288,0
7,20,22,0.898,1
7,20,23,0.8258,1
7,20,24,0.7903,1
7,20,25,0.8336,1
7,20,26,0.8655,1
7,20,27,0.8217,1
7,20,28,0.1545,0
7,20,29,0.1455,0
7,20,30,0.191,0
7,20,31,0.1113,0
7,21,0,0.8524,1
7,21,1,0.7886,1
7,21,2,0.7697,1
7,21,3,0.7975,1
7,21,4,0.1668,0
7,21,5,0.2042,0
7,21,6,0.166,0
7,21,7,0.2297,0
7,21,8,0.2155,0
7,21,9,0.174,0
7,21,10,0.2096,0
7,21,11,0.8026,1
7,21,12,0.7902,1
7,21,13,0.8266,1
7,21,14,0.8053,1
7,21,15,0.8197,1
7,21,16,0.8493,1
7,21,17,0.1829,0
7,21,18,0.2363,0
7,21,19,0.1858,0
7,21,20,0.2002,0
7,21,21,0.2601,0
7,21,22,0.1761,0
7,21,23,0.8406,1
7,21,24,0.7799,1
7,21,25,0.7377,1
7,21,26,0.7885,1
7,21,27,0.8082,1
7,21,28,0.8205,1
7,21,29,0.8178,1
7,21,30,0.2077,0
7,21,31,0.189,0
7,22,0,0.8426,1
7,22,1,0.7978,1
7,22,2,0.8165,1
7,22,3,0.7908,1
7,22,4,0.8035,1
7,22,5,0.2614,0
7,22,6,0.2015,0
7,22,7,0.2338,0
7,22,8,0.1705,0
7,22,9,0.2007,0
7,22,10,0.1775,0
7,22,11,0.2067,0
7,22,12,0.7954,1
7,22,13,0.7787,1
7,22,14,0.8398,1
7,22,15,0.7528,1
7,22,16,0.7612,1
7,22,17,0.7779,1
7,22,18,0.1859,0
7,22,19,0.1742,0
7,22,20,0.1907,0
7,22,21,0.1828,0
7,22,22,0.1527,0
7,22,23,0.1389,0
7,22,24,0.195,0
7,22,25,0.83,1
7,22,26,0.7916,1
7,22,27,0.8227,1
7,22,28,0.8255,1
7,22,29,0.7188,1
7,22,30,0.8457,1
7,22,31,0.1926,0
7,23,0,0.827,1
7,23,1,0.7856,1
7,23,2,0.7413,1
7,23,3,0.8274,1
7,23,4,0.7338,1
7,23,5,0.8414,1
7,23,6,0.8631,1
7,23,7,0.1583,0
7,23,8,0.1558,0
7,23,9,0.2536,0
7,23,10,0.1927,0
7,23,11,0.1945,0
7,23,12,0.1522,0
7,23,13,0.7941,1
7,23,14,0.7898,1
7,23,15,0.7629,1
7,23,16,0.7991,1
7,23,17,0.8071,1
7,23,18,0.7673,1
7,23,19,0.2252,0
7,23,20,0.175,0
7,23,21,0.2283,0
7,23,22,0.1738,0
7,23,23,0.1902,0
7,23,24,0.2024,0
7,23,25,0.16,0
7,23,26,0.803,1
7,23,27,0.7744,1
7,23,28,0.8222,1
7,23,29,0.8287,1
7,23,30,0.7359,1
7,23,31,0.7557,1
7,24,0,0.2062,0
7,24,1,0.1497,0
7,24,2,0.8771,1
7,24,3,0.753,1
7,24,4,0.7927,1
7,24,5,0.8273,1
7,24,6,0.8695,1
7,24,7,0.8308,1
7,24,8,0.2409,0
7,24,9,0.08,0
7,24,10,0.1725,0
7,24,11,0.1921,0
7,24,12,0.2093,0
7,24,13,0.2253,0
7,24,14,0.815,1
7,24,15,0.8485,1
7,24,16,0.7675,1
7,24,17,0.7657,1
7,24,18,0.8223,1
7,24,19,0.8102,1
7,24,20,0.8106,1
7,24,21,0.2059,0
7,24,22,0.2029,0
7,24,23,0.1279,0
7,24,24,0.1502,0
7,24,25,0.2148,0
7,24,26,0.1478,0
7,24,27,0.8206,1
7,24,28,0.8649,1
7,24,29,0.8112,1
7,24,30,0.7725,1
7,24,31,0.8589,1
7,25,0,0.1703,0
7,25,1,0.1658,0
7,25,2,0.2248,0
7,25,3,0.8051,1
7,25,4,0.8107,1
7,25,5,0.7198,1
7,25,6,0.9344,1
7,25,7,0.1528,1
7,25,8,0.7777,1
7,25,9,0.2121,0
7,25,10,0.1645,0
7,25,11,0.2241,0
7,25,12,0.1531,0
7,25,13,0.198,0
7,25,14,0.1805,0
7,25,15,0.1088,0
7,25,16,0.829,1
7,25,17,0.779,1
7,25,18,0.7592,1
7,25,19,0.8084,1
7,25,20,0.8275,1
7,25,21,0.8147,1
7,25,22,0.1181,0
7,25,23,0.1224,0
7,25,24,0.1869,0
7,25,25,0.1525,0
7,25,26,0.1757,0
7,25,27,0.192,0
7,25,28,0.8572,1
7,25,29,0.8318,1
7,25,30,0.8209,1
7,25,31,0.7474,1
7,26,0,0.2025,0
7,26,1,0.1571,0
7,26,2,0.2332,0
7,26,3,0.1783,0
7,26,4,0.8564,1
7,26,5,0.811,1
7,26,6,0.8297,1
7,26,7,0.7461,1
7,26,8,0.7476,1
7,26,9,0.7608,1
7,26,10,0.244,0
7,26,11,0.1979,0
7,26,12,0.1215,0
7,26,13,0.1491,0
7,26,14,0.2295,0
7,26,15,0.1895,0
7,26,16,0.2131,0
7,26,17,0.7445,1
7,26,18,0.7721,1
7,26,19,0.779,1
7,26,20,0.8019,1
7,26,21,0.7627,1
7,26,22,0.8278,1
7,26,23,0.2194,0
7,26,24,0.2703,0
7,26,25,0.1629,0
7,26,26,0.2065,0
7,26,27,0.1775,0
7,26,28,0.2399,0
7,26,29,0.254,0
7,26,30,0.848,1
7,26,31,0.8328,1
7,27,0,0.1849,0
7,27,1,0.1125,0
7,27,2,0.2673,0
7,27,3,0.1416,0
7,27,4,0.2533,0
7,27,5,0.8275,1
7,27,6,0.7275,1
7,27,7,0.8479,1
7,27,8,0.8345,1
7,27,9,0.8371,1
7,27,10,0.8251,1
7,27,11,0.8142,1
7,27,12,0.1951,0
7,27,13,0.1314,0
7,27,14,0.1732,0
7,27,15,0.1233,0
7,27,16,0.2234,0
7,27,17,0.1501,0
7,27,18,0.7496,1
7,27,19,0.8353,1
7,27,20,0.8395,1
7,27,21,0.8162,1
7,27,22,0.8979,1
7,27,23,0.7125,1
7,27,24,0.1578,0
7,27,25,0.1563,0
7,27,26,0.1771,0
7,27,27,0.1977,0
7,27,28,0.2208,0
7,27,29,0.1708,0
7,27,30,0.1825,0
7,27,31,0.8369,1
7,28,0,0.1938,0
7,28,1,0.1259,0
7,28,2,0.2007,0
7,28,3,0.1762,0
7,28,4,0.2519,0
7,28,5,0.1583,0
7,28,6,0.1259,0
7,28,7,0.7958,1
7,28,8,0.7567,1
7,28,9,0.8488,1
7,28,10,0.7944,1
7,28,11,0.7634,1
7,28,12,0.7537,1
7,28,13,0.1789,0
7,28,14,0.2358,0
7,28,15,0.2198,0
7,28,16,0.1163,0
7,28,17,0.1608,0
7,28,18,0.1821,0
7,28,19,0.7699,1
7,28,20,0.8962,1
7,28,21,0.8311,1
7,28,22,0.8027,1
7,28,23,0.8149,1
7,28,24,0.7232,1
7,28,25,0.8262,1
7,28,26,0.1202,0
7,28,27,0.1726,0
7,28,28,0.2174,0
7,28,29,0.2696,0
7,28,30,0.1459,0
7,28,31,0.1704,0
7,29,0,0.7406,1
7,29,1,0.1953,0
7,29,2,0.2267,0
7,29,3,0.154,0
7,29,4,0.1409,0
7,29,5,0.1798,0
7,29,6,0.1522,0
7,29,7,0.2214,0
7,29,8,0.8772,1
7,29,9,0.7512,1
7,29,10,0.8364,1
7,29,11,0.9241,1
7,29,12,0.8247,1
7,29,13,0.8325,1
7,29,14,0.2118,0
7,29,15,0.2061,0
7,29,16,0.137,0
7,29,17,0.2138,0
7,29,18,0.1896,0
7,29,19,0.186,0
7,29,20,0.2042,0
7,29,21,0.8056,1
7,29,22,0.8395,1
7,29,23,0.7564,1
7,29,24,0.8647,1
7,29,25,0.8238,1
7,29,26,0.8345,1
7,29,27,0.1707,0
7,29,28,0.2189,0
7,29,29,0.2054,0
7,29,30,0.2185,0
7,29,31,0.1611,0
7,30,0,0.8572,1
7,30,1,0.8256,1
7,30,2,0.7577,1
7,30,3,0.1777,0
7,30,4,0.1515,0
7,30,5,0.2518,0
7,30,6,0.1895,0
7,30,7,0.2447,0
7,30,8,0.2237,0
7,30,9,0.863,1
7,30,10,0.8325,1
7,30,11,0.7875,1
7,30,12,0.7728,1
7,30,13,0.8165,1
7,30,14,0.8224,1
7,30,15,0.2244,0
7,30,16,0.2203,0
7,30,17,0.2295,0
7,30,18,0.1897,0
7,30,19,0.2529,0
7,30,20,0.1628,0
7,30,21,0.2161,0
7,30,22,0.772,1
7,30,23,0.7994,1
7,30,24,0.8438,1
7,30,25,0.7869,1
7,30,26,0.8078,1
7,30,27,0.8159,1
7,30,28,0.2229,0
7,30,29,0.2491,0
7,30,30,0.0853,0
7,30,31,0.2059,0
7,31,0,0.8153,1
7,31,1,0.7427,1
7,31,2,0.7823,1
7,31,3,0.8248,1
7,31,4,0.1354,0
7,31,5,0.1998,0
7,31,6,0.1576,0
7,31,7,0.1403,0
7,31,8,0.1916,0
7,31,9,0.1733,0
7,31,10,0.736,1
7,31,11,0.704,1
7,31,12,0.777,1
7,31,13,0.7287,1
7,31,14,0.8249,1
7,31,15,0.7707,1
7,31,16,0.2144,0
7,31,17,0.187,0
7,31,18,0.2106,0
7,31,19,0.2112,0
7,31,20,0.1982,0
7,31,21,0.2192,0
7,31,22,0.1812,0
7,31,23,0.8364,1
7,31,24,0.8405,1
7,31,25,0.6851,1
7,31,26,0.7796,1
7,31,27,0.8572,1
7,31,28,0.8367,1
7,31,29,0.2308,0
7,31,30,0.1414,0
7,31,31,0.1937,0
8,0,0,0.7419,1
8,0,1,0.7123,1
8,0,2,0.7427,1
8,0,3,0.7809,1
8,0,4,0.7488,1
8,0,5,0.6797,1
8,0,6,0.7015,1
8,0,7,0.7395,1
8,0,8,0.7903,1
8,0,9,0.1936,0
8,0,10,0.248,0
8,0,11,0.186,0
8,0,12,0.2074,0
8,0,13,0.3237,0
8,0,14,0.1826,0
8,0,15,0.1931,0
8,0,16,0.1629,0
8,0,17,0.1943,0
8,0,18,0.1691,0
8,0,19,0.1728,0
8,0,20,0.2415,0
8,0,21,0.1756,0
8,0,22,0.2528,0
8,0,23,0.1896,0
8,0,24,0.7509,1
8,0,25,0.7476,1
8,0,26,0.7722,1
8,0,27,0.6652,1
8,0,28,0.7716,1
8,0,29,0.7331,1
8,0,30,0.7517,1
8,0,31,0.7497,1
8,1,0,0.7331,1
8,1,1,0.7658,1
8,1,2,0.7269,1
8,1,3,0.766,1
8,1,4,0.7557,1
8,1,5,0.7155,1
8,1,6,0.7775,1
8,1,7,0.725,1
8,1,8,0.1821,0
8,1,9,0.246,0
8,1,10,0.1729,0
8,1,11,0.1845,0
8,1,12,0.2036,0
8,1,13,0.2051,0
8,1,14,0.2799,0
8,1,15,0.9048,0
8,1,16,0.2252,0
8,1,17,0.224,0
8,1,18,0.7449,1
8,1,19,0.754,1
8,1,20,0.7758,1
8,1,21,0.7966,1
8,1,22,0.6958,1
8,1,23,0.7498,1
8,1,24,0.7253,1
8,1,25,0.7487,1
8,1,26,0.7383,1
8,1,27,0.7755,1
8,1,28,0.7276,1
8,1,29,0.7489,1
8,1,30,0.7364,1
8,1,31,0.7573,1
8,2,0,0.7409,1
8,2,1,0.7405,1
8,2,2,0.2276,0
8,2,3,0.1387,0
8,2,4,0.2432,0
8,2,5,0.1389,0
8,2,6,0.2419,0
8,2,7,0.1991,0
8,2,8,0.1852,0
8,2,9,0.1733,0
8,2,10,0.1732,0
8,2,11,0.158,0
8,2,12,0.7597,1
8,2,13,0.7471,1
8,2,14,0.7665,1
8,2,15,0.729,1
8,2,16,0.7304,1
8,2,17,0.7639,1
8,2,18,0.8035,1
8,2,19,0.7741,1
8,2,20,0.7139,1
8,2,21,0.7405,1
8,2,22,0.7655,1
8,2,23,0.7331,1
8,2,24,0.722,1
8,2,25,0.7419,1
8,2,26,0.7562,1
8,2,27,0.7554,1
8,2,28,0.7994,1
8,2,29,0.7993,1
8,2,30,0.8147,1
8,2,31,0.7977,1
8,3,0,0.2257,0
8,3,1,0.1805,0
8,3,2,0.0849,0
8,3,3,0.1856,0
8,3,4,0.0885,0
8,3,5,0.2248,0
8,3,6,0.6897,1
8,3,7,0.7717,1
8,3,8,0.7678,1
8,3,9,0.7373,1
8,3,10,0.7505,1
8,3,11,0.7474,1
8,3,12,0.7353,1
8,3,13,0.7397,1
8,3,14,0.7137,1
8,3,15,0.7611,1
8,3,16,0.7663,1
8,3,17,0.7735,1
8,3,18,0.7399,1
8,3,19,0.7125,1
8,3,20,0.8008,1
8,3,21,0.7281,1
8,3,22,0.7512,1
8,3,23,0.715,1
8,3,24,0.7512,1
8,3,25,0.7696,1
8,3,26,0.7527,1
8,3,27,0.772,1
8,3,28,0.6719,1
8,3,29,0.788,1
8,3,30,0.7398,1
8,3,31,0.7513,1
8,4,0,0.7884,1
8,4,1,0.6782,1
8,4,2,0.7301,1
8,4,3,0.7508,1
8,4,4,0.7376,1
8,4,5,0.7324,1
8,4,6,0.7968,1
8,4,7,0.6861,1
8,4,8,0.8192,1
8,4,9,0.7355,1
8,4,10,0.7496,1
8,4,11,0.8623,1
8,4,12,0.867,1
8,4,13,0.8991,1
8,4,14,0.8629,1
8,4,15,0.7662,1
8,4,16,0.6985,1
8,4,17,0.9722,1
8,4,18,0.7473,1
8,4,19,0.8284,1
8,4,20,0.7272,1
8,4,21,0.7274,1
8,4,22,0.7069,1
8,4,23,0.7102,1
8,4,24,0.7599,1
8,4,25,0.6998,1
8,4,26,0.7961,1
8,4,27,0.3035,0
8,4,28,0.296,0
8,4,29,0.092,0
8,4,30,0.1866,0
8,4,31,0.1982,0
8,5,0,0.7857,1
8,5,1,0.73,1
8,5,2,0.8073,1
8,5,3,0.7071,1
8,5,4,0.7198,1
8,5,5,0.7522,1
8,5,6,0.7215,1
8,5,7,0.8502,1
8,5,8,0.8117,1
8,5,9,0.77,1
8,5,10,0.7703,1
8,5,11,0.8142,1
8,5,12,0.8813,1
8,5,13,0.8603,1
8,5,14,0.8306,1
8,5,15,0.7227,1
8,5,16,0.7122,1
8,5,17,0.7301,1
8,5,18,0.8031,1
8,5,19,0.7061,1
8,5,20,0.1584,0
8,5,21,0.1786,0
8,5,22,0.2571,0
8,5,23,0.9272,0
8,5,24,0.149,0
8,5,25,0.1989,0
8,5,26,0.1552,0
8,5,27,0.1622,0
8,5,28,0.2268,0
8,5,29,0.1032,0
8,5,30,0.7303,1
8,5,31,0.7489,1
8,6,0,0.751,1
8,6,1,0.7832,1
8,6,2,0.7683,1
8,6,3,0.7903,1
8,6,4,0.7311,1
8,6,5,0.7427,1
8,6,6,0.6939,1
8,6,7,0.7892,1
8,6,8,0.7443,1
8,6,9,0.7305,1
8,6,10,0.758,1
8,6,11,0.9185,1
8,6,12,0.9419,1
8,6,13,0.8616,1
8,6,14,0.2577,0
8,6,15,0.2415,0
8,6,16,0.2053,0
8,6,17,0.2372,0
8,6,18,0.1785,0
8,6,19,0.1129,0
8,6,20,0.1927,0
8,6,21,0.1499,0
8,6,22,0.1403,0
8,6,23,0.2352,0
8,6,24,0.7508,1
8,6,25,0.7119,1
8,6,26,0.7937,1
8,6,27,0.7819,1
8,6,28,0.758,1
8,6,29,0.7704,1
8,6,30,0.8155,1
8,6,31,0.7698,1
8,7,0,0.6978,1
8,7,1,0.7161,1
8,7,2,0.7506,1
8,7,3,0.7819,1
8,7,4,0.7192,1
8,7,5,0.7429,1
8,7,6,0.7248,1
8,7,7,0.7508,1
8,7,8,0.1757,0
8,7,9,0.19,0
8,7,10,0.1672,0
8,7,11,0.1637,0
8,7,12,0.2512,0
8,7,13,0.1753,0
8,7,14,0.1619,0
8,7,15,0.1629,0
8,7,16,0.1691,0
8,7,17,0.0967,0
8,7,18,0.7929,1
8,7,19,0.7375,1
8,7,20,0.65,1
8,7,21,0.889,1
8,7,22,0.9147,1
8,7,23,0.9076,1
8,7,24,0.8801,1
8,7,25,0.7005,1
8,7,26,0.7327,1
8,7,27,0.6923,1
8,7,28,0.7168,1
8,7,29,0.7808,1
8,7,30,0.7081,1
8,7,31,0.757,1
8,8,0,0.7612,1
8,8,1,0.771,1
8,8,2,0.1663,0
8,8,3,0.2693,0
8,8,4,0.189,0
8,8,5,0.1829,0
8,8,6,0.1603,0
8,8,7,0.2459,0
8,8,8,0.2358,0
8,8,9,0.1362,0
8,8,10,0.2623,0
8,8,11,0.2163,0
8,8,12,0.7307,1
8,8,13,0.7467,1
8,8,14,0.7589,1
8,8,15,0.7774,1
8,8,16,0.7654,1
8,8,17,0.7106,1
8,8,18,0.7636,1
8,8,19,0.728,1
8,8,20,0.7489,1
8,8,21,0.8716,1
8,8,22,0.8661,1
8,8,23,0.8,1
8,8,24,0.8928,1
8,8,25,0.7324,1
8,8,26,0.7415,1
8,8,27,0.773,1
8,8,28,0.7168,1
8,8,29,0.7495,1
8,8,30,0.759,1
8,8,31,0.735,1
8,9,0,0.197,0
8,9,1,0.1293,0
8,9,2,0.1832,0
8,9,3,0.2015,0
8,9,4,0.1506,0
8,9,5,0.1136,0
8,9,6,0.7186,1
8,9,7,0.6904,1
8,9,8,0.77,1
8,9,9,0.7673,1
8,9,10,0.7266,1
8,9,11,0.7494,1
8,9,12,0.7646,1
8,9,13,0.6945,1
8,9,14,0.7471,1
8,9,15,0.7394,1
8,9,16,0.7336,1
8,9,17,0.7615,1
8,9,18,0.7294,1
8,9,19,0.7354,1
8,9,20,0.7555,1
8,9,21,0.8369,1
8,9,22,0.8157,1
8,9,23,0.8776,1
8,9,24,0.8803,1
8,9,25,0.767,1
8,9,26,0.7454,1
8,9,27,0.6915,1
8,9,28,0.7906,1
8,9,29,0.7225,1
8,9,30,0.7512,1
8,9,31,0.756,1
8,10,0,0.779,1
8,10,1,0.7225,1
8,10,2,0.801,1
8,10,3,0.7517,1
8,10,4,0.7702,1
8,10,5,0.7117,1
8,10,6,0.8018,1
8,10,7,0.7572,1
8,10,8,0.7071,1
8,10,9,0.7259,1
8,10,10,0.7431,1
8,10,11,0.7308,1
8,10,12,0.7019,1
8,10,13,0.767,1
8,10,14,0.7511,1
8,10,15,0.7658,1
8,10,16,0.7857,1
8,10,17,0.7467,1
8,10,18,0.7238,1
8,10,19,0.7723,1
8,10,20,0.7174,1
8,10,21,0.8631,1
8,10,22,0.8148,1
8,10,23,0.8629,1
8,10,24,0.8829,1
8,10,25,0.7958,1
8,10,26,0.7184,1
8,10,27,0.2298,0
8,10,28,0.2344,0
8,10,29,0.2164,0
8,10,30,0.2055,0
8,10,31,0.2125,0
8,11,0,0.7657,1
8,11,1,0.7774,1
8,11,2,0.7702,1
8,11,3,0.7037,1
8,11,4,0.711,1
8,11,5,0.7001,1
8,11,6,0.7636,1
8,11,7,0.8132,1
8,11,8,0.6915,1
8,11,9,0.7244,1
8,11,10,0.7656,1
8,11,11,0.7738,1
8,11,12,0.7291,1
8,11,13,0.8906,1
8,11,14,0.87,1
8,11,15,0.8419,1
8,11,16,0.924,1
8,11,17,0.7264,1
8,11,18,0.6967,1
8,11,19,0.7557,1
8,11,20,0.7265,1
8,11,21,0.1651,0
8,11,22,0.1399,0
8,11,23,0.1954,0
8,11,24,0.2357,0
8,11,25,0.1824,0
8,11,26,0.209,0
8,11,27,0.1826,0
8,11,28,0.2212,0
8,11,29,0.2664,0
8,11,30,0.1918,0
8,11,31,0.6922,1
8,12,0,0.6936,1
8,12,1,0.7129,1
8,12,2,0.7468,1
8,12,3,0.7921,1
8,12,4,0.7198,1
8,12,5,0.7213,1
8,12,6,0.8222,1
8,12,7,0.8907,1
8,12,8,0.8724,1
8,12,9,0.8735,1
8,12,10,0.7058,1
8,12,11,0.7079,1
8,12,12,0.7309,1
8,12,13,0.8719,1
8,12,14,0.96,1
8,12,15,0.2149,0
8,12,16,0.2249,0
8,12,17,0.1758,0
8,12,18,0.2231,0
8,12,19,0.237,0
8,12,20,0.2122,0
8,12,21,0.2051,0
8,12,22,0.2294,0
8,12,23,0.2045,0
8,12,24,0.2634,0
8,12,25,0.7769,1
8,12,26,0.7522,1
8,12,27,0.7413,1
8,12,28,0.7576,1
8,12,29,0.7968,1
8,12,30,0.7895,1
8,12,31,0.7421,1
8,13,0,0.7259,1
8,13,1,0.7297,1
8,13,2,0.7336,1
8,13,3,0.7458,1
8,13,4,0.7532,1
8,13,5,0.752,1
8,13,6,0.9234,1
8,13,7,0.8881,1
8,13,8,0.8637,1
8,13,9,0.1634,0
8,13,10,0.2038,0
8,13,11,0.1581,0
8,13,12,0.1816,0
8,13,13,0.157,0
8,13,14,0.2384,0
8,13,15,0.2475,0
8,13,16,0.08,0
8,13,17,0.1844,0
8,13,18,0.2398,0
8,13,19,0.7633,1
8,13,20,0.764,1
8,13,21,0.693,1
8,13,22,0.7614,1
8,13,23,0.7497,1
8,13,24,0.9888,1
8,13,25,0.7619,1
8,13,26,0.7233,1
8,13,27,0.7883,1
8,13,28,0.7707,1
8,13,29,0.7318,1
8,13,30,0.7883,1
8,13,31,0.7634,1
8,14,0,0.7357,1
8,14,1,0.7194,1
8,14,2,0.7677,1
8,14,3,0.0985,0
8,14,4,0.1482,0
8,14,5,0.1144,0
8,14,6,0.1097,0
8,14,7,0.2158,0
8,14,8,0.1949,0
8,14,9,0.238,0
8,14,10,0.186,0
8,14,11,0.1444,0
8,14,12,0.1911,0
8,14,13,0.9115,1
8,14,14,0.877,1
8,14,15,0.865,1
8,14,16,0.8965,1
8,14,17,0.6726,1
8,14,18,0.762,1
8,14,19,0.7363,1
8,14,20,0.9065,1
8,14,21,0.8596,1
8,14,22,0.8763,1
8,14,23,0.8713,1
8,14,24,0.783,1
8,14,25,0.7567,1
8,14,26,0.7355,1
8,14,27,0.7898,1
8,14,28,0.7533,1
8,14,29,0.7436,1
8,14,30,0.7395,1
8,14,31,0.73,1
8,15,0,0.0896,0
8,15,1,0.2225,0
8,15,2,0.2246,0
8,15,3,0.2059,0
8,15,4,0.1385,0
8,15,5,0.1657,0
8,15,6,0.1967,0
8,15,7,0.8548,1
8,15,8,0.9203,1
8,15,9,0.881,1
8,15,10,0.7882,1
8,15,11,0.748,1
8,15,12,0.7365,1
8,15,13,0.7198,1
8,15,14,0.7719,1
8,15,15,0.7691,1
8,15,16,0.8083,1
8,15,17,0.744,1
8,15,18,0.7687,1
8,15,19,0.7516,1
8,15,20,0.8544,1
8,15,21,0.8847,1
8,15,22,0.9213,1
8,15,23,0.9286,1
8,15,24,0.7392,1
8,15,25,0.7449,1
8,15,26,0.7424,1
8,15,27,0.7241,1
8,15,28,0.7319,1
8,15,29,0.7061,1
8,15,30,0.7645,1
8,15,31,0.7343,1
8,16,0,0.1525,0
8,16,1,0.7254,1
8,16,2,0.7686,1
8,16,3,0.74,1
8,16,4,0.7075,1
8,16,5,0.761,1
8,16,6,0.7619,1
8,16,7,0.7351,1
8,16,8,0.7049,1
8,16,9,0.7926,1
8,16,10,0.7285,1
8,16,11,0.7454,1
8,16,12,0.7954,1
8,16,13,0.7383,1
8,16,14,0.8293,1
8,16,15,0.7282,1
8,16,16,0.7336,1
8,16,17,0.719,1
8,16,18,0.724,1
8,16,19,0.7485,1
8,16,20,0.878,1
8,16,21,0.8505,1
8,16,22,0.8973,1
8,16,23,0.8648,1
8,16,24,0.7364,1
8,16,25,0.7338,1
8,16,26,0.7323,1
8,16,27,0.753,1
8,16,28,0.08,0
8,16,29,0.2138,0
8,16,30,0.1478,0
8,16,31,0.2144,0
8,17,0,0.7593,1
8,17,1,0.7304,1
8,17,2,0.728,1
8,17,3,0.7192,1
8,17,4,0.7547,1
8,17,5,0.7642,1
8,17,6,0.7245,1
8,17,7,0.7158,1
8,17,8,0.774,1
8,17,9,0.7629,1
8,17,10,0.7555,1
8,17,11,0.7111,1
8,17,12,0.7838,1
8,17,13,0.727,1
8,17,14,0.7493,1
8,17,15,0.7525,1
8,17,16,0.7762,1
8,17,17,0.757,1
8,17,18,0.7587,1
8,17,19,0.8005,1
8,17,20,0.8574,1
8,17,21,0.2092,0
8,17,22,0.1616,0
8,17,23,0.2217,0
8,17,24,0.08,0
8,17,25,0.1991,0
8,17,26,0.2182,0
8,17,27,0.1934,0
8,17,28,0.1784,0
8,17,29,0.2838,0
8,17,30,0.1941,0
8,17,31,0.7789,1
8,18,0,0.7126,1
8,18,1,0.7189,1
8,18,2,0.7307,1
8,18,3,0.7596,1
8,18,4,0.8367,1
8,18,5,0.7633,1
8,18,6,0.7493,1
8,18,7,0.7706,1
8,18,8,0.7967,1
8,18,9,0.722,1
8,18,10,0.7486,1
8,18,11,0.7594,1
8,18,12,0.7435,1
8,18,13,0.7461,1
8,18,14,0.784,1
8,18,15,0.2334,0
8,18,16,0.1497,0
8,18,17,0.2298,0
8,18,18,0.1506,0
8,18,19,0.1607,0
8,18,20,0.1705,0
8,18,21,0.1988,0
8,18,22,0.2187,0
8,18,23,0.1833,0
8,18,24,0.2846,0
8,18,25,0.7554,1
8,18,26,0.7261,1
8,18,27,0.744,1
8,18,28,0.7295,1
8,18,29,0.7648,1
8,18,30,0.7655,1
8,18,31,0.7919,1
8,19,0,0.7126,1
8,19,1,0.7423,1
8,19,2,0.7763,1
8,19,3,0.7859,1
8,19,4,0.7208,1
8,19,5,0.7376,1
8,19,6,0.7109,1
