layer,row,col,reflectance
11,34,35,0.7658
11,34,36,0.747
11,34,37,0.8938
11,34,38,0.8428
11,34,39,0.7021
11,34,40,0.7516
11,34,41,0.8517
11,34,42,0.7914
11,34,43,0.6877
11,34,44,0.1757
11,34,45,0.27
11,34,46,0.2347
11,34,47,0.1454
11,34,48,0.2002
11,34,49,0.0
11,34,50,0.2572
11,34,51,0.2321
11,34,52,0.2385
11,34,53,0.8583
11,34,54,0.6761
11,34,55,0.9
11,34,56,0.7387
11,34,57,0.1873
11,34,58,0.1283
11,34,59,0.2234
11,34,60,0.2425
11,34,61,0.2069
11,34,62,0.8167
11,34,63,0.1623
11,35,0,0.1048
11,35,1,0.7751
11,35,2,0.6323
11,35,3,0.7052
11,35,4,0.8809
11,35,5,0.7977
11,35,6,0.6141
11,35,7,0.2619
11,35,8,0.2243
11,35,9,0.138
11,35,10,0.2682
11,35,11,0.2317
11,35,12,0.1014
11,35,13,0.3561
11,35,14,0.927
11,35,15,0.7018
11,35,16,0.6806
11,35,17,0.7575
11,35,18,0.6707
11,35,19,0.8482
11,35,20,0.2449
11,35,21,0.1943
11,35,22,0.1085
11,35,23,0.0484
11,35,24,0.7202
11,35,25,0.6311
11,35,26,0.6963
11,35,27,0.6805
11,35,28,0.6883
11,35,29,0.9499
11,35,30,0.8159
11,35,31,0.7759
11,35,32,0.711
11,35,33,0.8181
11,35,34,0.8117
11,35,35,0.7107
11,35,36,0.8004
11,35,37,0.6993
11,35,38,0.6209
11,35,39,0.706
11,35,40,0.814
11,35,41,0.8341
11,35,42,0.8517
11,35,43,0.7544
11,35,44,0.1925
11,35,45,0.0987
11,35,46,0.1278
11,35,47,0.8399
11,35,48,0.3227
11,35,49,0.1457
11,35,50,0.2936
11,35,51,0.0253
11,35,52,0.8056
11,35,53,0.7779
11,35,54,0.7422
11,35,55,0.7074
11,35,56,0.6858
11,35,57,0.8238
11,35,58,0.2972
11,35,59,0.2901
11,35,60,0.1458
11,35,61,0.2459
11,35,62,0.7704
11,35,63,0.2376
11,36,0,0.245
11,36,1,0.8311
11,36,2,0.6059
11,36,3,0.8259
11,36,4,0.7571
11,36,5,0.7129
11,36,6,0.807
11,36,7,0.8389
11,36,8,0.296
11,36,9,0.0778
11,36,10,0.2749
11,36,11,0.1856
11,36,12,0.1221
11,36,13,0.8613
11,36,14,0.8056
11,36,15,0.6989
11,36,16,0.7178
11,36,17,0.6116
11,36,18,0.7859
11,36,19,0.7115
11,36,20,0.3044
11,36,21,0.2516
11,36,22,0.1154
11,36,23,0.2836
11,36,24,0.7429
11,36,25,0.7174
11,36,26,0.5989
11,36,27,0.903
11,36,28,0.8874
11,36,29,0.7922
11,36,30,0.7077
11,36,31,0.7324
11,36,32,0.6447
11,36,33,0.7725
11,36,34,0.8062
11,36,35,0.6843
11,36,36,0.6294
11,36,37,0.6361
11,36,38,0.881
11,36,39,0.8136
11,36,40,0.7283
11,36,41,0.7974
11,36,42,0.7365
11,36,43,0.7241
11,36,44,0.17
11,36,45,0.1876
11,36,46,0.1868
11,36,47,0.7642
11,36,48,0.8757
11,36,49,0.8234
11,36,50,0.8817
11,36,51,0.5663
11,36,52,0.7129
11,36,53,0.8228
11,36,54,0.833
11,36,55,0.8133
11,36,56,0.7425
11,36,57,0.8987
11,36,58,0.8785
11,36,59,0.7361
11,36,60,0.5803
11,36,61,0.8186
11,36,62,0.7356
11,36,63,0.1688
11,37,0,0.1518
11,37,1,0.1259
11,37,2,0.8538
11,37,3,0.7012
11,37,4,0.7784
11,37,5,0.7468
11,37,6,0.8382
11,37,7,0.7622
11,37,8,0.7863
11,37,9,0.8552
11,37,10,0.8092
11,37,11,0.8827
11,37,12,0.8193
11,37,13,0.7284
11,37,14,0.8046
11,37,15,0.8231
11,37,16,0.746
11,37,17,0.8781
11,37,18,0.6959
11,37,19,0.3306
11,37,20,0.2496
11,37,21,0.0711
11,37,22,0.0556
11,37,23,0.2648
11,37,24,0.8098
11,37,25,0.8993
11,37,26,0.7028
11,37,27,0.7785
11,37,28,0.8744
11,37,29,0.7335
11,37,30,0.6058
11,37,31,0.638
11,37,32,0.6093
11,37,33,0.7012
11,37,34,0.8576
11,37,35,0.7102
11,37,36,0.7086
11,37,37,0.7806
11,37,38,0.7771
11,37,39,0.8539
11,37,40,0.8786
11,37,41,0.8334
11,37,42,0.7082
11,37,43,0.7732
11,37,44,0.2161
11,37,45,0.1346
11,37,46,0.256
11,37,47,0.6177
11,37,48,0.8451
11,37,49,0.7278
11,37,50,0.7751
11,37,51,0.7515
11,37,52,0.7684
11,37,53,0.69
11,37,54,0.8204
11,37,55,0.7759
11,37,56,0.7379
11,37,57,0.7226
11,37,58,0.7926
11,37,59,0.7678
11,37,60,0.8959
11,37,61,0.7505
11,37,62,0.7175
11,37,63,0.1596
11,38,0,0.1677
11,38,1,0.124
11,38,2,0.8005
11,38,3,0.8749
11,38,4,0.634
11,38,5,0.7405
11,38,6,0.6858
11,38,7,0.6418
11,38,8,0.8056
11,38,9,0.8811
11,38,10,0.8667
11,38,11,0.7984
11,38,12,0.763
11,38,13,0.7412
11,38,14,0.8718
11,38,15,0.7047
11,38,16,0.733
11,38,17,0.7902
11,38,18,0.6618
11,38,19,0.2278
11,38,20,0.1682
11,38,21,0.2577
11,38,22,0.1699
11,38,23,0.1722
11,38,24,0.7795
11,38,25,0.8254
11,38,26,0.9363
11,38,27,0.861
11,38,28,0.5877
11,38,29,0.7293
11,38,30,0.754
11,38,31,0.8491
11,38,32,0.9117
11,38,33,0.8482
11,38,34,0.7703
11,38,35,0.7804
11,38,36,0.8194
11,38,37,0.6907
11,38,38,0.8313
11,38,39,0.6604
11,38,40,0.6371
11,38,41,0.7506
11,38,42,0.7938
11,38,43,0.6538
11,38,44,0.2475
11,38,45,0.1006
11,38,46,0.0998
11,38,47,0.0868
11,38,48,0.7918
11,38,49,0.7235
11,38,50,0.7245
11,38,51,0.7937
11,38,52,0.7464
11,38,53,0.7416
11,38,54,0.8283
11,38,55,0.2029
11,38,56,0.303
11,38,57,0.134
11,38,58,0.9516
11,38,59,0.8022
11,38,60,0.845
11,38,61,0.896
11,38,62,0.6259
11,38,63,0.1709
11,39,0,0.2428
11,39,1,0.1339
11,39,2,0.1358
11,39,3,0.7851
11,39,4,0.7829
11,39,5,0.7639
11,39,6,0.5691
11,39,7,0.788
11,39,8,0.5867
11,39,9,0.8293
11,39,10,0.6861
11,39,11,0.8123
11,39,12,0.8522
11,39,13,0.8876
11,39,14,0.5701
11,39,15,0.7067
11,39,16,0.7545
11,39,17,0.6634
11,39,18,0.2421
11,39,19,0.2
11,39,20,0.1755
11,39,21,0.2085
11,39,22,0.2552
11,39,23,0.2724
11,39,24,0.6591
11,39,25,0.7566
11,39,26,0.6672
11,39,27,0.8118
11,39,28,0.7461
11,39,29,0.9147
11,39,30,0.6108
11,39,31,0.8336
11,39,32,0.726
11,39,33,0.6988
11,39,34,0.8098
11,39,35,0.7104
11,39,36,0.8008
11,39,37,0.6423
11,39,38,0.7843
11,39,39,0.7471
11,39,40,0.8166
11,39,41,0.645
11,39,42,0.8135
11,39,43,0.7467
11,39,44,0.1713
11,39,45,0.1524
11,39,46,0.0423
11,39,47,0.1503
11,39,48,0.2275
11,39,49,0.7202
11,39,50,0.8145
11,39,51,0.8188
11,39,52,0.8115
11,39,53,0.7204
11,39,54,0.29
11,39,55,0.1491
11,39,56,0.2269
11,39,57,0.3673
11,39,58,0.788
11,39,59,0.9012
11,39,60,0.6696
11,39,61,0.671
11,39,62,0.7428
11,39,63,0.2218
11,40,0,0.3625
11,40,1,0.1472
11,40,2,0.2405
11,40,3,0.0994
11,40,4,0.8045
11,40,5,0.6707
11,40,6,0.8574
11,40,7,0.8758
11,40,8,0.787
11,40,9,0.6764
11,40,10,0.8113
11,40,11,0.7927
11,40,12,0.7405
11,40,13,0.7614
11,40,14,0.714
11,40,15,0.7826
11,40,16,0.7599
11,40,17,0.1915
11,40,18,0.1956
11,40,19,0.1995
11,40,20,0.1771
11,40,21,0.1083
11,40,22,0.0584
11,40,23,0.2789
11,40,24,0.8503
11,40,25,0.7119
11,40,26,0.5694
11,40,27,0.8454
11,40,28,0.6695
11,40,29,0.7735
11,40,30,0.8741
11,40,31,0.5585
11,40,32,0.7855
11,40,33,0.6222
11,40,34,0.8321
11,40,35,0.9736
11,40,36,0.6882
11,40,37,0.7973
11,40,38,0.7192
11,40,39,0.6698
11,40,40,0.7442
11,40,41,0.7723
11,40,42,0.6616
11,40,43,0.8172
11,40,44,0.2268
11,40,45,0.215
11,40,46,0.2182
11,40,47,0.1441
11,40,48,0.1859
11,40,49,0.1923
11,40,50,0.7264
11,40,51,0.7557
11,40,52,0.7566
11,40,53,0.1118
11,40,54,0.2261
11,40,55,0.0816
11,40,56,0.2336
11,40,57,0.2017
11,40,58,0.2951
11,40,59,0.613
11,40,60,0.7833
11,40,61,0.7553
11,40,62,0.8924
11,40,63,0.219
11,41,0,0.1718
11,41,1,0.0907
11,41,2,0.2543
11,41,3,0.2219
11,41,4,0.0936
11,41,5,0.1751
11,41,6,0.732
11,41,7,0.8246
11,41,8,0.7753
11,41,9,0.8577
11,41,10,0.7581
11,41,11,0.8007
11,41,12,0.6512
11,41,13,0.8501
11,41,14,0.7201
11,41,15,0.129
11,41,16,0.2604
11,41,17,0.1757
11,41,18,0.2234
11,41,19,0.1176
11,41,20,0.1479
11,41,21,0.1462
11,41,22,0.2209
11,41,23,0.2207
11,41,24,0.5879
11,41,25,0.6534
11,41,26,0.6565
11,41,27,0.6963
11,41,28,0.7756
11,41,29,0.7346
11,41,30,0.8556
11,41,31,0.8104
11,41,32,0.7641
11,41,33,0.9565
11,41,34,0.844
11,41,35,0.8037
11,41,36,0.7275
11,41,37,0.6956
11,41,38,0.7343
11,41,39,0.7946
11,41,40,0.734
11,41,41,0.7018
11,41,42,0.7543
11,41,43,0.8058
11,41,44,0.0552
11,41,45,0.1219
11,41,46,0.0953
11,41,47,0.0815
11,41,48,0.2371
11,41,49,0.217
11,41,50,0.0093
11,41,51,0.2857
11,41,52,0.1664
11,41,53,0.1801
11,41,54,0.1342
11,41,55,0.1663
11,41,56,0.2713
11,41,57,0.1935
11,41,58,0.2074
11,41,59,0.2563
11,41,60,0.1454
11,41,61,0.2609
11,41,62,0.1844
11,41,63,0.1824
11,42,0,0.164
11,42,1,0.2079
11,42,2,0.3004
11,42,3,0.1846
11,42,4,0.2494
11,42,5,0.0791
11,42,6,0.2008
11,42,7,0.0829
11,42,8,0.1807
11,42,9,0.238
11,42,10,0.839
11,42,11,0.1887
11,42,12,0.1576
11,42,13,0.1414
11,42,14,0.1387
11,42,15,0.0633
11,42,16,0.2513
11,42,17,0.3194
11,42,18,0.2297
11,42,19,0.2012
11,42,20,0.1174
11,42,21,0.2057
11,42,22,0.2758
11,42,23,0.0961
11,42,24,0.7173
11,42,25,0.8149
11,42,26,0.7961
11,42,27,0.7357
11,42,28,0.7788
11,42,29,0.7999
11,42,30,0.7203
11,42,31,0.7302
11,42,32,0.8176
11,42,33,0.7391
11,42,34,0.9031
11,42,35,0.7932
11,42,36,0.8151
11,42,37,0.7375
11,42,38,0.781
11,42,39,0.7057
11,42,40,0.6618
11,42,41,0.8539
11,42,42,0.7155
11,42,43,0.6609
11,42,44,0.2571
11,42,45,0.1148
11,42,46,0.061
11,42,47,0.2514
11,42,48,0.1498
11,42,49,0.2675
11,42,50,0.1501
11,42,51,0.1678
11,42,52,0.1676
11,42,53,0.0783
11,42,54,0.1056
11,42,55,0.1029
11,42,56,0.0541
11,42,57,0.2631
11,42,58,0.2416
11,42,59,0.2369
11,42,60,0.2673
11,42,61,0.0367
11,42,62,0.1868
11,42,63,0.2104
11,43,0,0.2759
11,43,1,0.109
11,43,2,0.1232
11,43,3,0.1573
11,43,4,0.1011
11,43,5,0.3068
11,43,6,0.258
11,43,7,0.2326
11,43,8,0.2246
11,43,9,0.2498
11,43,10,0.2008
11,43,11,0.1797
11,43,12,0.064
11,43,13,0.1337
11,43,14,0.121
11,43,15,0.165
11,43,16,0.1889
11,43,17,0.1955
11,43,18,0.2429
11,43,19,0.2395
11,43,20,0.2845
11,43,21,0.027
11,43,22,0.2184
11,43,23,0.1103
11,43,24,0.1339
11,43,25,0.1427
11,43,26,0.0725
11,43,27,0.1977
11,43,28,0.1835
11,43,29,0.1659
11,43,30,0.208
11,43,31,0.411
11,43,32,0.1695
11,43,33,0.0788
11,43,34,0.1642
11,43,35,0.2418
11,43,36,0.1029
11,43,37,0.1934
11,43,38,0.1319
11,43,39,0.1783
11,43,40,0.1884
11,43,41,0.0251
11,43,42,0.1943
11,43,43,0.0821
11,43,44,0.1428
11,43,45,0.0445
11,43,46,0.2106
11,43,47,0.2633
11,43,48,0.2323
11,43,49,0.0987
11,43,50,0.2306
11,43,51,0.2318
11,43,52,0.0598
11,43,53,0.8561
11,43,54,0.7473
11,43,55,0.6816
11,43,56,0.1544
11,43,57,0.2046
11,43,58,0.149
11,43,59,0.1105
11,43,60,0.3019
11,43,61,0.2363
11,43,62,0.1227
11,43,63,0.2604
11,44,0,0.1422
11,44,1,0.1766
11,44,2,0.1455
11,44,3,0.1916
11,44,4,0.2013
11,44,5,0.1395
11,44,6,0.1816
11,44,7,0.2
11,44,8,0.1107
11,44,9,0.0952
11,44,10,0.0942
11,44,11,0.2149
11,44,12,0.1452
11,44,13,0.2412
11,44,14,0.1112
11,44,15,0.2086
11,44,16,0.2417
11,44,17,0.1353
11,44,18,0.0162
11,44,19,0.1039
11,44,20,0.1854
11,44,21,0.1709
11,44,22,0.1485
11,44,23,0.1949
11,44,24,0.1365
11,44,25,0.1702
11,44,26,0.1835
11,44,27,0.2233
11,44,28,0.103
11,44,29,0.1201
11,44,30,0.1807
11,44,31,0.2774
11,44,32,0.1055
11,44,33,0.0693
11,44,34,0.2812
11,44,35,0.216
11,44,36,0.1569
11,44,37,0.0783
11,44,38,0.2623
11,44,39,0.2027
11,44,40,0.108
11,44,41,0.2031
11,44,42,0.2154
11,44,43,0.1337
11,44,44,0.0693
11,44,45,0.2583
11,44,46,0.3089
11,44,47,0.2592
11,44,48,0.3021
11,44,49,0.1189
11,44,50,0.1143
11,44,51,0.2418
11,44,52,0.8543
11,44,53,0.9311
11,44,54,0.6566
11,44,55,0.705
11,44,56,0.8906
11,44,57,0.0584
11,44,58,0.1729
11,44,59,0.1808
11,44,60,0.1658
11,44,61,0.1475
11,44,62,0.6684
11,44,63,0.2046
11,45,0,0.1996
11,45,1,0.1361
11,45,2,0.1199
11,45,3,0.1623
11,45,4,0.3201
11,45,5,0.0983
11,45,6,0.4533
11,45,7,0.1121
11,45,8,0.3633
11,45,9,0.1814
11,45,10,0.1661
11,45,11,0.2296
11,45,12,0.2733
11,45,13,0.0998
11,45,14,0.29
11,45,15,0.0563
11,45,16,0.1862
11,45,17,0.2491
11,45,18,0.0837
11,45,19,0.1227
11,45,20,0.2524
11,45,21,0.2243
11,45,22,0.1943
11,45,23,0.1116
11,45,24,0.188
11,45,25,0.1376
11,45,26,0.1842
11,45,27,0.1604
11,45,28,0.2268
11,45,29,0.2091
11,45,30,0.2863
11,45,31,0.2276
11,45,32,0.1522
11,45,33,0.0625
11,45,34,0.1433
11,45,35,0.0
11,45,36,0.2052
11,45,37,0.1591
11,45,38,0.1058
11,45,39,0.2732
11,45,40,0.2255
11,45,41,0.1218
11,45,42,0.0738
11,45,43,0.151
11,45,44,0.2209
11,45,45,0.2223
11,45,46,0.2148
11,45,47,0.7714
11,45,48,0.0591
11,45,49,0.0342
11,45,50,0.032
11,45,51,0.6915
11,45,52,0.7422
11,45,53,0.6857
11,45,54,0.8993
11,45,55,0.7705
11,45,56,0.9076
11,45,57,0.8393
11,45,58,0.2369
11,45,59,0.2146
11,45,60,0.1953
11,45,61,0.6414
11,45,62,0.7763
11,45,63,0.1285
11,46,0,0.1564
11,46,1,0.2038
11,46,2,0.1391
11,46,3,0.0606
11,46,4,0.2402
11,46,5,0.2519
11,46,6,0.0773
11,46,7,0.1205
11,46,8,0.0366
11,46,9,0.1561
11,46,10,0.1314
11,46,11,0.2517
11,46,12,0.1868
11,46,13,0.2209
11,46,14,0.2024
11,46,15,0.2166
11,46,16,0.156
11,46,17,0.2069
11,46,18,0.1586
11,46,19,0.2089
11,46,20,0.2034
11,46,21,0.259
11,46,22,0.2892
11,46,23,0.2239
11,46,24,0.1207
11,46,25,0.1393
11,46,26,0.091
11,46,27,0.1984
11,46,28,0.1606
11,46,29,0.2121
11,46,30,0.1861
11,46,31,0.1575
11,46,32,0.206
11,46,33,0.105
11,46,34,0.1732
11,46,35,0.0607
11,46,36,0.2315
11,46,37,0.1168
11,46,38,0.1786
11,46,39,0.304
11,46,40,0.1713
11,46,41,0.2688
11,46,42,0.1204
11,46,43,0.3093
11,46,44,0.1769
11,46,45,0.1924
11,46,46,0.1843
11,46,47,0.718
11,46,48,0.7891
11,46,49,0.7426
11,46,50,0.8651
11,46,51,0.8841
11,46,52,0.658
11,46,53,0.7484
11,46,54,0.6851
11,46,55,0.8675
11,46,56,0.711
11,46,57,0.7889
11,46,58,0.8525
11,46,59,0.7778
11,46,60,0.6706
11,46,61,0.6901
11,46,62,0.6887
11,46,63,0.2338
11,47,0,0.0151
11,47,1,0.1399
11,47,2,0.2121
11,47,3,0.2401
11,47,4,0.1857
11,47,5,0.1472
11,47,6,0.1928
11,47,7,0.2814
11,47,8,0.0568
11,47,9,0.3304
11,47,10,0.0961
11,47,11,0.0862
11,47,12,0.1946
11,47,13,0.1536
11,47,14,0.2966
11,47,15,0.0968
11,47,16,0.1937
11,47,17,0.223
11,47,18,0.1759
11,47,19,0.116
11,47,20,0.19
11,47,21,0.2131
11,47,22,0.2635
11,47,23,0.3125
11,47,24,0.0726
11,47,25,0.0506
11,47,26,0.1777
11,47,27,0.2923
11,47,28,0.114
11,47,29,0.2092
11,47,30,0.0745
11,47,31,0.2019
11,47,32,0.1416
11,47,33,0.2568
11,47,34,0.2738
11,47,35,0.155
11,47,36,0.1962
11,47,37,0.1959
11,47,38,0.2602
11,47,39,0.1826
11,47,40,0.2421
11,47,41,0.2512
11,47,42,0.0138
11,47,43,0.0914
11,47,44,0.2188
11,47,45,0.1545
11,47,46,0.1805
11,47,47,0.6666
11,47,48,0.67
11,47,49,0.8327
11,47,50,0.8455
11,47,51,0.8814
11,47,52,0.8093
11,47,53,0.718
11,47,54,0.6935
11,47,55,0.6121
11,47,56,0.6676
11,47,57,0.6873
11,47,58,0.6346
11,47,59,0.6818
11,47,60,0.6758
11,47,61,0.8103
11,47,62,0.6975
11,47,63,0.1849
11,48,0,0.2326
11,48,1,0.27
11,48,2,0.1532
11,48,3,0.1844
11,48,4,0.2704
11,48,5,0.3186
11,48,6,0.1985
11,48,7,0.1818
11,48,8,0.2313
11,48,9,0.2922
11,48,10,0.228
11,48,11,0.1439
11,48,12,0.2731
11,48,13,0.0551
11,48,14,0.2684
11,48,15,0.19
11,48,16,0.2359
11,48,17,0.193
11,48,18,0.1937
11,48,19,0.2544
11,48,20,0.3132
11,48,21,0.1661
11,48,22,0.1938
11,48,23,0.1266
11,48,24,0.129
11,48,25,0.1029
11,48,26,0.1449
11,48,27,0.2872
11,48,28,0.2716
11,48,29,0.1554
11,48,30,0.2868
11,48,31,0.0435
11,48,32,0.0942
11,48,33,0.1711
11,48,34,0.3148
11,48,35,0.1387
11,48,36,0.1656
11,48,37,0.4064
11,48,38,0.3062
11,48,39,0.1293
11,48,40,0.1202
11,48,41,0.2029
11,48,42,0.2093
11,48,43,0.0998
11,48,44,0.0743
11,48,45,0.1368
11,48,46,0.0553
11,48,47,0.1594
11,48,48,0.7071
11,48,49,0.7116
11,48,50,0.7052
11,48,51,0.8332
11,48,52,0.8058
11,48,53,0.7742
11,48,54,0.6332
11,48,55,0.1038
11,48,56,0.2164
11,48,57,0.1858
11,48,58,0.6612
11,48,59,0.85
11,48,60,0.7255
11,48,61,0.7442
11,48,62,0.6466
11,48,63,0.2621
11,49,0,0.1478
11,49,1,0.1873
11,49,2,0.2109
11,49,3,0.0915
11,49,4,0.0692
11,49,5,0.0925
11,49,6,0.0647
11,49,7,0.2959
11,49,8,0.1259
11,49,9,0.1639
11,49,10,0.1079
11,49,11,0.3057
11,49,12,0.1681
11,49,13,0.2229
11,49,14,0.1803
11,49,15,0.3547
11,49,16,0.1796
11,49,17,0.227
11,49,18,0.0439
11,49,19,0.1893
11,49,20,0.1316
11,49,21,0.1766
11,49,22,0.1432
11,49,23,0.2586
11,49,24,0.3231
11,49,25,0.2864
11,49,26,0.1023
11,49,27,0.1733
11,49,28,0.2542
11,49,29,0.2518
11,49,30,0.0895
11,49,31,0.1856
11,49,32,0.2361
11,49,33,0.2048
11,49,34,0.1791
11,49,35,0.1063
11,49,36,0.0748
11,49,37,0.1169
11,49,38,0.2066
11,49,39,0.1613
11,49,40,0.0688
11,49,41,0.1274
11,49,42,0.1353
11,49,43,0.1212
11,49,44,0.2349
11,49,45,0.2088
11,49,46,0.2
11,49,47,0.1401
11,49,48,0.1416
11,49,49,0.611
11,49,50,0.7467
11,49,51,0.7948
11,49,52,0.7777
11,49,53,0.8392
11,49,54,0.2207
11,49,55,0.2668
11,49,56,0.1042
11,49,57,0.2364
11,49,58,0.192
11,49,59,0.7049
11,49,60,0.7555
11,49,61,0.656
11,49,62,0.7696
11,49,63,0.1785
11,50,0,0.3148
11,50,1,0.114
11,50,2,0.1715
11,50,3,0.1386
11,50,4,0.2238
11,50,5,0.2982
11,50,6,0.0611
11,50,7,0.1687
11,50,8,0.2426
11,50,9,0.2236
11,50,10,0.137
11,50,11,0.2345
11,50,12,0.2279
11,50,13,0.0781
11,50,14,0.092
11,50,15,0.3836
11,50,16,0.1055
11,50,17,0.1835
11,50,18,0.1848
11,50,19,0.2067
11,50,20,0.2629
11,50,21,0.1908
11,50,22,0.2007
11,50,23,0.2002
11,50,24,0.0478
11,50,25,0.2111
11,50,26,0.1989
11,50,27,0.1603
11,50,28,0.2059
11,50,29,0.1264
11,50,30,0.2496
11,50,31,0.1405
11,50,32,0.1328
11,50,33,0.2646
11,50,34,0.1242
11,50,35,0.1812
11,50,36,0.1717
11,50,37,0.251
11,50,38,0.0895
11,50,39,0.0676
11,50,40,0.2521
11,50,41,0.1097
11,50,42,0.1717
11,50,43,0.144
11,50,44,0.1384
11,50,45,0.1308
11,50,46,0.2935
11,50,47,0.1814
11,50,48,0.2598
11,50,49,0.2203
11,50,50,0.6989
11,50,51,0.7687
11,50,52,0.7981
11,50,53,0.1208
11,50,54,0.2555
11,50,55,0.175
11,50,56,0.093
11,50,57,0.1801
11,50,58,0.168
11,50,59,0.1796
11,50,60,0.7323
11,50,61,0.7516
11,50,62,0.6938
11,50,63,0.2099
11,51,0,0.3875
11,51,1,0.0539
11,51,2,0.1642
11,51,3,0.1269
11,51,4,0.1806
11,51,5,0.1917
11,51,6,0.2532
11,51,7,0.1315
11,51,8,0.2013
11,51,9,0.1655
11,51,10,0.0831
11,51,11,0.2056
11,51,12,0.1097
11,51,13,0.2079
11,51,14,0.331
11,51,15,0.1241
11,51,16,0.2091
11,51,17,0.2787
11,51,18,0.0191
11,51,19,0.1594
11,51,20,0.2851
11,51,21,0.0913
11,51,22,0.2347
11,51,23,0.1867
11,51,24,0.0589
11,51,25,0.1617
11,51,26,0.1931
11,51,27,0.0208
11,51,28,0.2762
11,51,29,0.2061
11,51,30,0.0169
11,51,31,0.2464
11,51,32,0.2641
11,51,33,0.1248
11,51,34,0.1496
11,51,35,0.15
11,51,36,0.141
11,51,37,0.2032
11,51,38,0.1569
11,51,39,0.3013
11,51,40,0.2816
11,51,41,0.0282
11,51,42,0.1497
11,51,43,0.2617
11,51,44,0.2265
11,51,45,0.2556
11,51,46,0.2265
11,51,47,0.226
11,51,48,0.1166
11,51,49,0.193
11,51,50,0.1876
11,51,51,0.1095
11,51,52,0.0524
11,51,53,0.1482
11,51,54,0.093
11,51,55,0.0769
11,51,56,0.2479
11,51,57,0.2122
11,51,58,0.1832
11,51,59,0.2337
11,51,60,0.1606
11,51,61,0.3118
11,51,62,0.2829
11,51,63,0.2228
11,52,0,0.1452
11,52,1,0.3158
11,52,2,0.1924
11,52,3,0.1487
11,52,4,0.1239
11,52,5,0.1806
11,52,6,0.1783
11,52,7,0.2649
11,52,8,0.229
11,52,9,0.1558
11,52,10,0.1031
11,52,11,0.084
11,52,12,0.176
11,52,13,0.2218
11,52,14,0.1206
11,52,15,0.1006
11,52,16,0.171
11,52,17,0.1408
11,52,18,0.2952
11,52,19,0.2707
11,52,20,0.1968
11,52,21,0.0767
11,52,22,0.0614
11,52,23,0.153
11,52,24,0.0943
11,52,25,0.3296
11,52,26,0.2396
11,52,27,0.0655
11,52,28,0.0602
11,52,29,0.1473
11,52,30,0.1751
11,52,31,0.3503
11,52,32,0.1806
11,52,33,0.0857
11,52,34,0.2113
11,52,35,0.2475
11,52,36,0.2383
11,52,37,0.254
11,52,38,0.1092
11,52,39,0.1261
11,52,40,0.2951
11,52,41,0.2914
11,52,42,0.1071
11,52,43,0.2255
11,52,44,0.2699
11,52,45,0.2455
11,52,46,0.2698
11,52,47,0.3037
11,52,48,0.1107
11,52,49,0.2575
11,52,50,0.0168
11,52,51,0.2382
11,52,52,0.2024
11,52,53,0.145
11,52,54,0.2016
11,52,55,0.2256
11,52,56,0.2751
11,52,57,0.1511
11,52,58,0.0813
11,52,59,0.0739
11,52,60,0.1047
11,52,61,0.1912
11,52,62,0.1643
11,52,63,0.2536
11,53,0,0.191
11,53,1,0.1942
11,53,2,0.0847
11,53,3,0.0955
11,53,4,0.1672
11,53,5,0.1484
11,53,6,0.1037
11,53,7,0.2911
11,53,8,0.0045
11,53,9,0.3026
11,53,10,0.1641
11,53,11,0.1625
11,53,12,0.191
11,53,13,0.2986
11,53,14,0.1325
11,53,15,0.2183
11,53,16,0.2101
11,53,17,0.1533
11,53,18,0.0968
11,53,19,0.1746
11,53,20,0.2127
11,53,21,0.2117
11,53,22,0.1953
11,53,23,0.0522
11,53,24,0.2044
11,53,25,0.1617
11,53,26,0.2519
11,53,27,0.1509
11,53,28,0.3067
11,53,29,0.1541
11,53,30,0.0717
11,53,31,0.2202
11,53,32,0.2053
11,53,33,0.0401
11,53,34,0.3126
11,53,35,0.1923
11,53,36,0.2275
11,53,37,0.2944
11,53,38,0.2049
11,53,39,0.0909
11,53,40,0.1416
11,53,41,0.0704
11,53,42,0.143
11,53,43,0.127
11,53,44,0.0975
11,53,45,0.2229
11,53,46,0.2132
11,53,47,0.2223
11,53,48,0.3245
11,53,49,0.2441
11,53,50,0.1262
11,53,51,0.1657
11,53,52,0.3623
11,53,53,0.9086
11,53,54,0.8346
11,53,55,0.7567
11,53,56,0.2628
11,53,57,0.0972
11,53,58,0.1103
11,53,59,0.1607
11,53,60,0.1216
11,53,61,0.2548
11,53,62,0.1794
11,53,63,0.1787
11,54,0,0.2748
11,54,1,0.1624
11,54,2,0.2439
11,54,3,0.2915
11,54,4,0.0455
11,54,5,0.108
11,54,6,0.1706
11,54,7,0.1622
11,54,8,0.2897
11,54,9,0.0804
11,54,10,0.2077
11,54,11,0.2922
11,54,12,0.1582
11,54,13,0.2173
11,54,14,0.1599
11,54,15,0.112
11,54,16,0.0938
11,54,17,0.2759
11,54,18,0.1932
11,54,19,0.0629
11,54,20,0.1919
11,54,21,0.2509
11,54,22,0.1744
11,54,23,0.2198
11,54,24,0.0814
11,54,25,0.1456
11,54,26,0.1051
11,54,27,0.2605
11,54,28,0.1515
11,54,29,0.2168
11,54,30,0.2381
11,54,31,0.2062
11,54,32,0.3087
11,54,33,0.2684
11,54,34,0.2448
11,54,35,0.1465
11,54,36,0.067
11,54,37,0.0533
