layer,x,y,temp
11,28,12,1573.18
11,28,13,1578.07
11,28,14,1511.41
11,28,15,1563.67
11,28,16,1616.2
11,28,17,1534.6
11,28,18,1498.71
11,28,19,1589.57
11,28,20,1527.79
11,28,21,1644.12
11,28,22,1599.37
11,28,23,1500.88
11,28,24,1676.33
11,28,25,1480.24
11,28,26,1498.89
11,28,27,1546.33
11,28,28,1515.89
11,28,29,1664.86
11,28,30,1678.92
11,28,31,1532.05
11,29,0,1484.66
11,29,1,1602.66
11,29,2,1532.74
11,29,3,1492.42
11,29,4,1581.75
11,29,5,1586.63
11,29,6,1520.07
11,29,7,1588.28
11,29,8,1553.58
11,29,9,1617.75
11,29,10,1641.9
11,29,11,1577.72
11,29,12,1546.09
11,29,13,1475.29
11,29,14,1597.61
11,29,15,1605.34
11,29,16,1555.91
11,29,17,1493.73
11,29,18,1634.76
11,29,19,1678.5
11,29,20,1510.7
11,29,21,1542.42
11,29,22,1594.2
11,29,23,1555.57
11,29,24,1637.64
11,29,25,1635.19
11,29,26,1512.79
11,29,27,1511.66
11,29,28,1526.78
11,29,29,1598.38
11,29,30,1507.81
11,29,31,1537.61
11,30,0,1576.96
11,30,1,1537.42
11,30,2,1653.23
11,30,3,1600.61
11,30,4,1583.62
11,30,5,1549.52
11,30,6,1661.56
11,30,7,1580.27
11,30,8,1612.27
11,30,9,1628.06
11,30,10,1625.68
11,30,11,1565.69
11,30,12,1655.45
11,30,13,1593.27
11,30,14,1494.5
11,30,15,1567.53
11,30,16,1518.11
11,30,17,1616.71
11,30,18,1555.06
11,30,19,1499.07
11,30,20,1450.86
11,30,21,1637.12
11,30,22,1564.94
11,30,23,1740.17
11,30,24,1646.82
11,30,25,1554.5
11,30,26,1625.02
11,30,27,1634.78
11,30,28,1639.54
11,30,29,1610.8
11,30,30,1582.51
11,30,31,1480.23
11,31,0,1539.17
11,31,1,1603.02
11,31,2,1434.96
11,31,3,1656.86
11,31,4,1620.67
11,31,5,1635.87
11,31,6,1555.27
11,31,7,1665.18
11,31,8,1522.04
11,31,9,1625.83
11,31,10,1584.46
11,31,11,1681.35
11,31,12,1565.12
11,31,13,1693.1
11,31,14,1520.42
11,31,15,1592.49
11,31,16,1513.5
11,31,17,1537.49
11,31,18,1651.21
11,31,19,1600.09
11,31,20,1595.06
11,31,21,1605.75
11,31,22,1581.76
11,31,23,1572.46
11,31,24,1626.92
11,31,25,1498.1
11,31,26,1586.86
11,31,27,1478.25
11,31,28,1545.49
11,31,29,1592.55
11,31,30,1539.59
11,31,31,1629.13
12,0,0,1852.21
12,0,1,1818.89
12,0,2,1891.68
12,0,3,1792.54
12,0,4,1830.23
12,0,5,1863.6
12,0,6,1832.93
12,0,7,1849.91
12,0,8,1886.48
12,0,9,1870.75
12,0,10,1774.0
12,0,11,1821.96
12,0,12,1836.31
12,0,13,1841.06
12,0,14,1849.02
12,0,15,1829.72
12,0,16,1853.07
12,0,17,1861.29
12,0,18,1786.34
12,0,19,1922.97
12,0,20,1885.64
12,0,21,1774.85
12,0,22,1834.9
12,0,23,1811.42
12,0,24,1898.2
12,0,25,1787.71
12,0,26,1723.08
12,0,27,1902.9
12,0,28,1829.83
12,0,29,1731.02
12,0,30,1803.33
12,0,31,1872.03
12,1,0,1907.98
12,1,1,1914.3
12,1,2,1820.87
12,1,3,1774.56
12,1,4,1925.22
12,1,5,1922.11
12,1,6,1829.68
12,1,7,1757.22
12,1,8,1813.25
12,1,9,1922.99
12,1,10,1927.8
12,1,11,1808.43
12,1,12,1809.85
12,1,13,1843.32
12,1,14,1795.95
12,1,15,1773.67
12,1,16,1802.77
12,1,17,1807.43
12,1,18,1858.64
12,1,19,1882.2
12,1,20,1805.83
12,1,21,1777.95
12,1,22,1760.44
12,1,23,1831.79
12,1,24,1814.67
12,1,25,1831.47
12,1,26,1862.2
12,1,27,1802.63
12,1,28,1895.26
12,1,29,1852.22
12,1,30,1856.25
12,1,31,1789.04
12,2,0,1836.27
12,2,1,1821.58
12,2,2,1770.73
12,2,3,1812.3
12,2,4,1960.48
12,2,5,1775.75
12,2,6,1795.57
12,2,7,1776.02
12,2,8,1804.05
12,2,9,1782.54
12,2,10,1866.91
12,2,11,1842.76
12,2,12,1791.82
12,2,13,1798.89
12,2,14,1865.94
12,2,15,1921.85
12,2,16,1911.44
12,2,17,1745.23
12,2,18,1879.24
12,2,19,1798.07
12,2,20,1750.33
12,2,21,1822.83
12,2,22,1909.28
12,2,23,1887.67
12,2,24,1887.41
12,2,25,1838.54
12,2,26,1793.94
12,2,27,1871.84
12,2,28,1889.13
12,2,29,1894.34
12,2,30,1809.09
12,2,31,1898.51
12,3,0,1851.15
12,3,1,1851.38
12,3,2,1841.38
12,3,3,1869.18
12,3,4,1856.82
12,3,5,1841.72
12,3,6,1867.42
12,3,7,1865.42
12,3,8,1904.8
12,3,9,1919.1
12,3,10,1799.46
12,3,11,1796.49
12,3,12,1829.6
12,3,13,1869.31
12,3,14,1839.75
12,3,15,1813.07
12,3,16,1909.05
12,3,17,1877.06
12,3,18,1908.79
12,3,19,1855.41
12,3,20,1918.26
12,3,21,1882.5
12,3,22,1751.38
12,3,23,1867.73
12,3,24,1819.1
12,3,25,1702.51
12,3,26,1864.75
12,3,27,1828.14
12,3,28,1883.35
12,3,29,1884.9
12,3,30,1817.48
12,3,31,1871.84
12,4,0,1829.26
12,4,1,1802.57
12,4,2,1852.2
12,4,3,1963.27
12,4,4,1794.61
12,4,5,1852.47
12,4,6,1917.84
12,4,7,1841.48
12,4,8,1765.9
12,4,9,1922.17
12,4,10,1898.03
12,4,11,1823.47
12,4,12,1843.49
12,4,13,1873.18
12,4,14,1770.94
12,4,15,1790.39
12,4,16,1862.15
12,4,17,1875.41
12,4,18,1747.9
12,4,19,1808.17
12,4,20,1897.81
12,4,21,1890.5
12,4,22,1884.93
12,4,23,1768.56
12,4,24,1868.79
12,4,25,1750.48
12,4,26,1884.62
12,4,27,1799.01
12,4,28,1874.27
12,4,29,1829.92
12,4,30,1911.63
12,4,31,1812.71
12,5,0,1856.61
12,5,1,1967.02
12,5,2,1930.98
12,5,3,1823.62
12,5,4,1797.71
12,5,5,1861.38
12,5,6,1823.17
12,5,7,1875.4
12,5,8,1966.46
12,5,9,1862.35
12,5,10,1873.37
12,5,11,1870.95
12,5,12,1772.55
12,5,13,1783.68
12,5,14,1856.35
12,5,15,1779.6
12,5,16,1887.85
12,5,17,1848.81
12,5,18,1902.9
12,5,19,1748.19
12,5,20,1884.41
12,5,21,1826.83
12,5,22,1854.16
12,5,23,1764.93
12,5,24,1873.07
12,5,25,1870.5
12,5,26,1837.52
12,5,27,1847.88
12,5,28,1771.15
12,5,29,1839.89
12,5,30,1783.88
12,5,31,1913.87
12,6,0,1868.9
12,6,1,1819.12
12,6,2,1958.36
12,6,3,1809.25
12,6,4,1850.95
12,6,5,1886.11
12,6,6,1884.15
12,6,7,1776.66
12,6,8,1947.38
12,6,9,1851.97
12,6,10,1860.93
12,6,11,2319.2
12,6,12,2363.81
12,6,13,2366.33
12,6,14,2296.24
12,6,15,1841.68
12,6,16,1803.64
12,6,17,1906.36
12,6,18,1746.49
12,6,19,1758.74
12,6,20,1916.28
12,6,21,1790.83
12,6,22,1763.54
12,6,23,1799.74
12,6,24,1849.54
12,6,25,1834.31
12,6,26,1968.82
12,6,27,1827.81
12,6,28,1812.41
12,6,29,1950.52
12,6,30,1902.63
12,6,31,1795.02
12,7,0,1769.59
12,7,1,1866.41
12,7,2,1831.65
12,7,3,1731.26
12,7,4,1745.5
12,7,5,1793.62
12,7,6,1869.6
12,7,7,1948.87
12,7,8,1791.04
12,7,9,1771.09
12,7,10,1865.64
12,7,11,2347.89
12,7,12,2437.38
12,7,13,2449.88
12,7,14,2457.68
12,7,15,1882.09
12,7,16,1891.05
12,7,17,1886.2
12,7,18,1832.89
12,7,19,1857.38
12,7,20,1833.75
12,7,21,1858.61
12,7,22,1784.55
12,7,23,1901.99
12,7,24,1893.79
12,7,25,1880.09
12,7,26,1881.52
12,7,27,1926.09
12,7,28,1769.68
12,7,29,1846.48
12,7,30,1886.27
12,7,31,1839.31
12,8,0,1899.06
12,8,1,1830.58
12,8,2,1804.18
12,8,3,1799.33
12,8,4,1801.73
12,8,5,1819.86
12,8,6,1801.54
12,8,7,1774.91
12,8,8,1859.5
12,8,9,1804.32
12,8,10,1838.47
12,8,11,2344.89
12,8,12,2402.18
12,8,13,2392.16
12,8,14,2374.69
12,8,15,1851.35
12,8,16,1916.61
12,8,17,1757.7
12,8,18,1884.43
12,8,19,1851.03
12,8,20,1870.73
12,8,21,1776.5
12,8,22,1784.99
12,8,23,1870.07
12,8,24,1882.85
12,8,25,1865.68
12,8,26,1829.68
12,8,27,1953.18
12,8,28,1847.64
12,8,29,1871.33
12,8,30,1904.51
12,8,31,1776.56
12,9,0,1872.04
12,9,1,1760.6
12,9,2,1862.9
12,9,3,1809.28
12,9,4,1829.84
12,9,5,1750.33
12,9,6,1894.88
12,9,7,1868.46
12,9,8,1876.34
12,9,9,1851.22
12,9,10,1856.96
12,9,11,2422.76
12,9,12,2337.4
12,9,13,2383.25
12,9,14,2444.04
12,9,15,1885.65
12,9,16,1781.46
12,9,17,1900.91
12,9,18,1941.92
12,9,19,1831.35
12,9,20,1793.34
12,9,21,1816.59
12,9,22,1866.27
12,9,23,1853.39
12,9,24,1907.09
12,9,25,1843.92
12,9,26,1892.38
12,9,27,1926.53
12,9,28,1829.13
12,9,29,1781.58
12,9,30,1793.67
12,9,31,1845.85
12,10,0,1819.99
12,10,1,1795.35
12,10,2,1818.97
12,10,3,1902.38
12,10,4,1858.5
12,10,5,1903.18
12,10,6,1821.48
12,10,7,1887.1
12,10,8,1782.13
12,10,9,1900.59
12,10,10,1821.01
12,10,11,1811.65
12,10,12,1808.11
12,10,13,1806.57
12,10,14,1794.11
12,10,15,1853.38
12,10,16,1774.38
12,10,17,1799.82
12,10,18,1852.83
12,10,19,1901.54
12,10,20,1835.43
12,10,21,1874.72
12,10,22,1848.75
12,10,23,1757.52
12,10,24,1840.69
12,10,25,1850.25
12,10,26,1751.23
12,10,27,1828.0
12,10,28,1819.61
12,10,29,1918.06
12,10,30,1797.55
12,10,31,1895.06
12,11,0,1801.48
12,11,1,1774.46
12,11,2,1788.13
12,11,3,1817.11
12,11,4,1824.94
12,11,5,1810.57
12,11,6,1835.85
12,11,7,1860.77
12,11,8,1825.12
12,11,9,1831.27
12,11,10,1808.26
12,11,11,1815.85
12,11,12,2387.11
12,11,13,2337.75
12,11,14,2331.02
12,11,15,2475.35
12,11,16,1807.15
12,11,17,1795.38
12,11,18,1817.63
12,11,19,1798.25
12,11,20,1831.87
12,11,21,1932.96
12,11,22,1829.31
12,11,23,1834.18
12,11,24,1783.09
12,11,25,1925.09
12,11,26,1881.86
12,11,27,1774.37
12,11,28,1771.34
12,11,29,1841.91
12,11,30,1913.59
12,11,31,1795.85
12,12,0,1815.56
12,12,1,1880.79
12,12,2,1788.2
12,12,3,1816.04
12,12,4,1802.22
12,12,5,1939.52
12,12,6,1862.08
12,12,7,1845.54
12,12,8,1825.09
12,12,9,1804.68
12,12,10,1865.34
12,12,11,1766.0
12,12,12,2307.81
12,12,13,2376.57
12,12,14,2379.85
12,12,15,2329.47
12,12,16,1905.98
12,12,17,1764.69
12,12,18,1833.45
12,12,19,1850.88
12,12,20,1772.06
12,12,21,1894.37
12,12,22,1775.83
12,12,23,1839.34
12,12,24,1832.49
12,12,25,1834.11
12,12,26,1818.88
12,12,27,1832.35
12,12,28,1891.31
12,12,29,1869.35
12,12,30,1886.54
12,12,31,1840.41
12,13,0,1747.77
12,13,1,1905.17
12,13,2,1838.41
12,13,3,1775.91
12,13,4,1849.19
12,13,5,1779.16
12,13,6,1914.47
12,13,7,1894.73
12,13,8,1847.3
12,13,9,1947.66
12,13,10,1959.91
12,13,11,1855.93
12,13,12,2342.85
12,13,13,2386.78
12,13,14,2302.86
12,13,15,2447.38
12,13,16,1902.28
12,13,17,1872.28
12,13,18,1902.78
12,13,19,1802.33
12,13,20,1834.28
12,13,21,1919.0
12,13,22,1867.39
12,13,23,1796.49
12,13,24,1946.24
12,13,25,1872.19
12,13,26,1774.47
12,13,27,1751.9
12,13,28,1878.0
12,13,29,1788.95
12,13,30,1942.64
12,13,31,1802.82
12,14,0,1805.53
12,14,1,1881.08
12,14,2,1835.78
12,14,3,1911.58
12,14,4,1923.73
12,14,5,1922.58
12,14,6,1898.63
12,14,7,1882.2
12,14,8,1790.61
12,14,9,1859.69
12,14,10,1796.5
12,14,11,1881.09
12,14,12,2202.24
12,14,13,2372.19
12,14,14,2288.55
12,14,15,2324.8
12,14,16,1873.09
12,14,17,1751.95
12,14,18,1939.05
12,14,19,1874.56
12,14,20,1891.72
12,14,21,1878.88
12,14,22,1824.46
12,14,23,1847.35
12,14,24,1813.78
12,14,25,1855.77
12,14,26,1872.15
12,14,27,1807.36
12,14,28,1812.71
12,14,29,1819.31
12,14,30,1841.57
12,14,31,1955.36
12,15,0,1817.03
12,15,1,1877.78
12,15,2,1850.94
12,15,3,1835.94
12,15,4,1846.02
12,15,5,1781.6
12,15,6,1887.89
12,15,7,1907.11
12,15,8,1800.94
12,15,9,1871.72
12,15,10,1812.13
12,15,11,1793.95
12,15,12,1934.09
12,15,13,1784.71
12,15,14,1808.64
12,15,15,1874.6
12,15,16,1888.06
12,15,17,1802.01
12,15,18,1849.22
12,15,19,1890.17
12,15,20,1804.83
12,15,21,1743.84
12,15,22,1877.66
12,15,23,1856.76
12,15,24,1965.43
12,15,25,1877.48
12,15,26,1813.38
12,15,27,1823.43
12,15,28,1834.33
12,15,29,1772.71
12,15,30,1859.79
12,15,31,1759.24
12,16,0,1917.27
12,16,1,1775.67
12,16,2,1879.8
12,16,3,1835.49
12,16,4,1716.4
12,16,5,1738.85
12,16,6,1774.66
12,16,7,1871.0
12,16,8,1807.2
12,16,9,1875.71
12,16,10,1851.97
12,16,11,1833.89
12,16,12,1766.16
12,16,13,1767.37
12,16,14,1814.32
12,16,15,1896.82
12,16,16,1819.28
12,16,17,1780.35
12,16,18,1876.24
12,16,19,1767.27
12,16,20,1867.38
12,16,21,1838.52
12,16,22,1796.86
12,16,23,1878.04
12,16,24,1841.62
12,16,25,1826.15
12,16,26,1928.86
12,16,27,1833.68
12,16,28,1801.49
12,16,29,1903.96
12,16,30,1811.1
12,16,31,1776.18
12,17,0,1853.88
12,17,1,1785.96
12,17,2,1811.28
12,17,3,1713.81
12,17,4,1874.99
12,17,5,1891.1
12,17,6,1932.37
12,17,7,1813.29
12,17,8,1777.11
12,17,9,1859.65
12,17,10,1853.38
12,17,11,1846.08
12,17,12,1833.9
12,17,13,1885.52
12,17,14,1807.67
12,17,15,1836.56
12,17,16,1788.85
12,17,17,1896.45
12,17,18,1953.61
12,17,19,1819.34
12,17,20,1802.21
12,17,21,1963.22
12,17,22,1826.05
12,17,23,1755.69
12,17,24,1928.95
12,17,25,1789.0
12,17,26,1858.86
12,17,27,1886.3
12,17,28,1851.61
12,17,29,1819.85
12,17,30,1826.69
12,17,31,1844.43
12,18,0,1828.97
12,18,1,1811.77
12,18,2,1856.84
12,18,3,1767.58
12,18,4,1793.89
12,18,5,1856.1
12,18,6,1828.11
12,18,7,1859.24
12,18,8,1791.64
12,18,9,1764.61
12,18,10,1927.87
12,18,11,1816.29
12,18,12,1896.2
12,18,13,1817.38
12,18,14,1837.6
12,18,15,1883.13
12,18,16,1818.21
12,18,17,1825.06
12,18,18,1786.9
12,18,19,1903.11
12,18,20,1879.75
12,18,21,1839.61
12,18,22,1892.31
12,18,23,1795.52
12,18,24,1875.17
12,18,25,1703.28
12,18,26,1783.44
12,18,27,1881.99
12,18,28,1898.88
12,18,29,1898.32
12,18,30,1733.53
12,18,31,1782.06
12,19,0,1752.99
12,19,1,1806.75
12,19,2,1863.63
12,19,3,1844.22
12,19,4,1844.4
12,19,5,1812.72
12,19,6,1854.04
12,19,7,1841.33
12,19,8,1865.06
12,19,9,1748.04
12,19,10,1667.4
12,19,11,1874.42
12,19,12,1815.4
12,19,13,1820.91
12,19,14,1842.2
12,19,15,1828.66
12,19,16,1854.81
12,19,17,1840.13
12,19,18,1759.46
12,19,19,1737.79
12,19,20,1794.35
12,19,21,1858.06
12,19,22,1800.31
12,19,23,1813.71
12,19,24,1874.35
12,19,25,1842.05
12,19,26,1737.76
12,19,27,1847.05
12,19,28,1795.62
12,19,29,1866.28
12,19,30,1887.51
12,19,31,1815.31
12,20,0,1791.35
12,20,1,1834.31
12,20,2,1910.54
12,20,3,1826.81
12,20,4,1783.04
12,20,5,1789.38
12,20,6,1699.8
12,20,7,1843.56
12,20,8,1788.12
12,20,9,1803.82
12,20,10,1833.58
12,20,11,1909.8
12,20,12,1783.28
12,20,13,1879.93
12,20,14,1807.81
12,20,15,2316.71
12,20,16,2425.69
12,20,17,2302.79
12,20,18,2338.65
12,20,19,1858.61
12,20,20,1932.79
12,20,21,1816.97
12,20,22,1925.46
12,20,23,1746.12
12,20,24,1917.5
12,20,25,1907.1
12,20,26,1818.58
12,20,27,1762.96
12,20,28,1916.97
12,20,29,1942.34
12,20,30,1800.59
12,20,31,1817.9
12,21,0,1815.21
12,21,1,1795.6
12,21,2,1761.8
12,21,3,1910.19
12,21,4,1856.46
12,21,5,1796.48
12,21,6,1816.28
12,21,7,1789.14
12,21,8,1794.68
12,21,9,1864.04
12,21,10,1758.77
12,21,11,1875.93
12,21,12,1815.85
12,21,13,1839.61
12,21,14,1817.0
12,21,15,2429.78
12,21,16,2355.16
12,21,17,2382.07
12,21,18,2362.19
12,21,19,1775.1
12,21,20,1914.95
12,21,21,1801.13
12,21,22,1851.74
12,21,23,1847.26
12,21,24,1951.62
12,21,25,1814.69
12,21,26,1906.36
12,21,27,1781.08
12,21,28,1890.27
12,21,29,1800.66
12,21,30,1841.09
12,21,31,1810.9
12,22,0,1803.92
12,22,1,1878.69
12,22,2,1891.42
12,22,3,1788.39
12,22,4,1776.99
12,22,5,1821.8
12,22,6,1940.7
12,22,7,1953.52
12,22,8,1860.49
12,22,9,1810.42
12,22,10,1884.24
12,22,11,1815.5
12,22,12,1920.31
12,22,13,1912.24
12,22,14,1924.54
12,22,15,2369.39
12,22,16,2328.61
12,22,17,2345.31
12,22,18,2395.15
12,22,19,1827.66
12,22,20,1883.02
12,22,21,1731.43
12,22,22,1817.81
12,22,23,1815.91
12,22,24,1820.85
12,22,25,1793.55
12,22,26,1732.07
12,22,27,1869.29
12,22,28,1897.38
12,22,29,1790.25
12,22,30,1820.65
12,22,31,1792.28
12,23,0,1799.05
12,23,1,1855.7
12,23,2,1856.16
12,23,3,1868.4
12,23,4,1810.14
12,23,5,1805.28
12,23,6,1949.66
12,23,7,1861.48
12,23,8,1823.79
12,23,9,1937.83
12,23,10,1944.26
12,23,11,1838.2
12,23,12,1736.07
12,23,13,1855.55
12,23,14,1750.29
12,23,15,2293.08
12,23,16,2459.82
12,23,17,2383.11
12,23,18,2419.38
12,23,19,1825.13
12,23,20,1737.0
12,23,21,1841.98
12,23,22,1884.56
12,23,23,1907.34
12,23,24,1829.65
12,23,25,1800.2
12,23,26,1699.1
12,23,27,1753.6
12,23,28,1868.72
12,23,29,1803.99
12,23,30,1897.11
12,23,31,1942.48
12,24,0,1914.32
12,24,1,1820.51
12,24,2,1875.07
12,24,3,1915.23
12,24,4,1788.15
12,24,5,1836.76
12,24,6,1892.04
12,24,7,1886.74
12,24,8,1867.58
12,24,9,1921.77
12,24,10,1916.61
12,24,11,1883.98
12,24,12,1837.43
12,24,13,1843.99
12,24,14,1812.07
12,24,15,1730.01
12,24,16,1827.2
12,24,17,1793.3
12,24,18,1876.07
12,24,19,1866.24
12,24,20,1840.15
12,24,21,1821.16
12,24,22,1786.3
12,24,23,1772.29
12,24,24,1919.11
12,24,25,1903.02
12,24,26,1933.58
12,24,27,1836.02
12,24,28,1774.26
12,24,29,1872.61
12,24,30,1772.21
12,24,31,1826.64
12,25,0,1846.68
12,25,1,1783.85
12,25,2,1780.21
12,25,3,1787.4
12,25,4,1797.29
12,25,5,1802.29
12,25,6,1844.75
12,25,7,1816.25
12,25,8,1935.71
12,25,9,1964.51
12,25,10,1816.97
12,25,11,1816.02
12,25,12,1866.33
12,25,13,1797.06
12,25,14,1874.78
12,25,15,1890.58
12,25,16,1911.74
12,25,17,1783.18
12,25,18,1900.16
12,25,19,1786.46
12,25,20,1929.81
12,25,21,1884.33
12,25,22,1793.14
12,25,23,1786.67
12,25,24,1886.65
12,25,25,1887.71
12,25,26,1817.86
12,25,27,1849.53
12,25,28,1701.43
12,25,29,1859.35
12,25,30,1855.7
12,25,31,1903.18
12,26,0,1809.12
12,26,1,1790.74
12,26,2,1779.86
12,26,3,1899.04
12,26,4,1916.98
12,26,5,1800.02
12,26,6,1827.08
12,26,7,1898.86
12,26,8,1814.52
12,26,9,1825.16
12,26,10,1843.61
12,26,11,1826.42
12,26,12,1760.2
12,26,13,1837.27
12,26,14,1873.78
12,26,15,1842.28
12,26,16,1789.36
12,26,17,1824.38
12,26,18,1814.66
12,26,19,1881.45
12,26,20,1862.54
12,26,21,1859.39
12,26,22,1814.43
12,26,23,1770.34
12,26,24,1915.52
12,26,25,1896.05
12,26,26,1843.99
12,26,27,1766.54
12,26,28,1779.46
12,26,29,1807.7
12,26,30,1816.24
12,26,31,1859.71
12,27,0,1848.62
12,27,1,1820.03
12,27,2,1833.73
12,27,3,1782.09
12,27,4,1833.36
12,27,5,1829.09
12,27,6,1838.42
12,27,7,1818.49
12,27,8,1790.67
12,27,9,1863.61
12,27,10,1857.56
12,27,11,1815.31
12,27,12,1847.18
12,27,13,1734.39
12,27,14,1858.83
12,27,15,1874.95
12,27,16,1836.49
12,27,17,1857.78
12,27,18,1801.9
12,27,19,1820.16
12,27,20,1785.31
12,27,21,1821.28
12,27,22,1882.03
12,27,23,1808.31
12,27,24,1777.3
12,27,25,1862.88
12,27,26,1900.81
12,27,27,1917.77
12,27,28,1820.11
12,27,29,1734.36
12,27,30,1965.07
12,27,31,1805.69
12,28,0,1799.39
12,28,1,1814.69
12,28,2,1903.92
12,28,3,1756.9
12,28,4,1797.69
12,28,5,1868.29
12,28,6,1773.52
12,28,7,1820.32
12,28,8,1827.17
12,28,9,1837.48
12,28,10,1832.85
12,28,11,1839.74
12,28,12,1803.92
12,28,13,1760.18
12,28,14,1797.14
12,28,15,1901.8
12,28,16,1849.17
12,28,17,1822.71
12,28,18,1883.1
12,28,19,1911.43
12,28,20,1836.02
12,28,21,1786.06
12,28,22,1881.53
12,28,23,1783.69
12,28,24,1851.0
12,28,25,1743.37
12,28,26,1717.64
12,28,27,1896.84
12,28,28,1801.17
12,28,29,1840.59
12,28,30,1811.34
12,28,31,1890.83
12,29,0,1858.23
12,29,1,1864.01
12,29,2,1875.16
12,29,3,1875.31
12,29,4,1918.66
12,29,5,1840.36
12,29,6,1771.39
12,29,7,1851.82
12,29,8,1905.3
12,29,9,1760.81
12,29,10,1854.71
12,29,11,1872.67
12,29,12,1697.02
12,29,13,1888.72
12,29,14,1874.89
12,29,15,1859.06
12,29,16,1831.62
12,29,17,1866.0
12,29,18,1768.56
12,29,19,1830.66
12,29,20,1984.01
12,29,21,1900.23
12,29,22,1815.47
12,29,23,1830.0
12,29,24,1852.98
12,29,25,1771.1
12,29,26,1816.43
12,29,27,1869.86
12,29,28,1701.32
12,29,29,1857.9
12,29,30,1971.64
12,29,31,1756.07
12,30,0,1771.14
12,30,1,1852.91
12,30,2,1919.08
12,30,3,1833.03
12,30,4,1847.95
12,30,5,1826.9
12,30,6,1763.24
12,30,7,1892.6
12,30,8,1844.21
12,30,9,1821.27
12,30,10,1874.94
12,30,11,1862.46
12,30,12,1845.91
12,30,13,1854.9
12,30,14,1736.74
12,30,15,1902.77
12,30,16,1911.28
12,30,17,1929.49
12,30,18,1818.53
12,30,19,1821.6
12,30,20,1748.32
12,30,21,1912.55
12,30,22,1789.86
12,30,23,1818.04
12,30,24,1759.62
12,30,25,1841.8
12,30,26,1750.38
12,30,27,1916.49
12,30,28,1811.66
12,30,29,1868.42
12,30,30,1848.32
12,30,31,1751.41
12,31,0,1940.47
12,31,1,1825.33
12,31,2,1916.3
12,31,3,1819.56
12,31,4,1967.65
12,31,5,1849.48
12,31,6,1831.43
12,31,7,1932.35
12,31,8,1927.39
12,31,9,1769.3
12,31,10,1834.17
12,31,11,1771.17
12,31,12,1818.88
12,31,13,1818.74
12,31,14,1900.4
12,31,15,1816.1
12,31,16,1811.33
12,31,17,1814.58
12,31,18,1755.31
12,31,19,1794.64
12,31,20,1803.47
12,31,21,1859.41
12,31,22,1791.57
12,31,23,1789.99
12,31,24,1836.27
12,31,25,1864.98
12,31,26,1811.61
12,31,27,1888.62
12,31,28,1772.79
12,31,29,1839.74
12,31,30,1802.91
12,31,31,1975.57
13,0,0,1194.95
13,0,1,1264.87
13,0,2,1337.37
13,0,3,1262.89
13,0,4,1307.71
13,0,5,1314.14
13,0,6,1200.97
13,0,7,1343.02
13,0,8,1299.6
13,0,9,1192.49
13,0,10,1306.85
13,0,11,1313.28
13,0,12,1290.53
13,0,13,1222.94
13,0,14,1233.57
13,0,15,1241.03
13,0,16,1326.72
13,0,17,1325.48
13,0,18,1295.47
13,0,19,1250.73
13,0,20,1208.23
13,0,21,1334.41
13,0,22,1232.0
13,0,23,1260.46
13,0,24,1299.3
13,0,25,1289.14
13,0,26,1181.32
13,0,27,1251.11
13,0,28,1259.45
13,0,29,1208.85
13,0,30,1197.01
13,0,31,1201.75
13,1,0,1296.23
13,1,1,1257.88
13,1,2,1236.18
13,1,3,1347.63
13,1,4,1262.29
13,1,5,1265.59
13,1,6,1218.06
13,1,7,1202.02
13,1,8,1199.44
13,1,9,1204.07
13,1,10,1280.04
13,1,11,1325.83
13,1,12,1346.82
13,1,13,1245.95
13,1,14,1147.62
13,1,15,1288.72
13,1,16,1275.99
13,1,17,1229.75
13,1,18,1277.65
13,1,19,1326.66
13,1,20,1284.91
13,1,21,1266.3
13,1,22,1338.94
13,1,23,1191.13
13,1,24,1317.6
13,1,25,1266.91
13,1,26,1296.96
13,1,27,1373.61
13,1,28,1254.31
13,1,29,1222.36
13,1,30,1257.46
13,1,31,1279.44
13,2,0,1281.5
13,2,1,1238.62
13,2,2,1250.02
13,2,3,1232.86
13,2,4,1355.85
13,2,5,1224.16
13,2,6,1231.43
13,2,7,1282.89
13,2,8,1197.64
13,2,9,1309.36
13,2,10,1359.31
13,2,11,1298.74
13,2,12,1246.95
13,2,13,1190.73
13,2,14,1258.15
13,2,15,1170.45
13,2,16,1237.56
13,2,17,1344.87
13,2,18,1303.69
13,2,19,1207.89
13,2,20,1272.94
13,2,21,1231.5
13,2,22,1217.02
13,2,23,1185.08
13,2,24,1186.25
13,2,25,1245.85
13,2,26,1258.03
13,2,27,1171.55
13,2,28,1177.66
13,2,29,1324.95
13,2,30,1193.32
13,2,31,1296.14
13,3,0,1357.5
13,3,1,1328.71
13,3,2,1257.89
13,3,3,1361.63
13,3,4,1246.04
13,3,5,1391.03
13,3,6,1188.58
13,3,7,1215.18
13,3,8,1237.38
13,3,9,1190.41
13,3,10,1357.75
13,3,11,1243.96
13,3,12,1220.59
13,3,13,1297.37
13,3,14,1239.16
13,3,15,1271.44
13,3,16,1269.99
13,3,17,1108.37
13,3,18,1259.49
13,3,19,1237.22
13,3,20,1373.26
13,3,21,1258.64
13,3,22,1191.39
13,3,23,1159.67
13,3,24,1216.7
13,3,25,1178.73
13,3,26,1206.89
13,3,27,1211.72
13,3,28,1209.44
13,3,29,1223.89
13,3,30,1189.05
13,3,31,1248.6
13,4,0,1205.44
13,4,1,1246.91
13,4,2,1225.64
