layer,row,col,temp
11,33,10,97.0
11,33,11,102.0
11,33,12,139.4
11,33,13,115.0
11,33,14,89.8
11,33,15,1726.2
11,33,16,1760.4
11,33,17,1696.5
11,33,18,1779.6
11,33,19,1731.5
11,33,20,108.2
11,33,21,102.5
11,33,22,121.7
11,33,23,88.7
11,33,24,2286.6
11,33,25,2188.7
11,33,26,2264.1
11,33,27,2215.1
11,33,28,2177.3
11,33,29,2209.0
11,33,30,2267.7
11,33,31,2344.8
11,33,32,2276.8
11,33,33,2311.9
11,33,34,2232.8
11,33,35,2334.2
11,33,36,2363.4
11,33,37,2319.9
11,33,38,1674.3
11,33,39,1751.2
11,33,40,1745.8
11,33,41,1856.5
11,33,42,1795.2
11,33,43,1852.4
11,33,44,121.5
11,33,45,97.5
11,33,46,90.7
11,33,47,63.2
11,33,48,103.1
11,33,49,127.6
11,33,50,128.0
11,33,51,119.5
11,33,52,85.9
11,33,53,123.4
11,33,54,1748.5
11,33,55,134.3
11,33,56,111.1
11,33,57,107.5
11,33,58,126.1
11,33,59,129.5
11,33,60,131.3
11,33,61,127.0
11,33,62,111.7
11,33,63,106.0
11,34,0,109.3
11,34,1,1787.8
11,34,2,1696.0
11,34,3,1908.7
11,34,4,1768.2
11,34,5,1787.9
11,34,6,151.0
11,34,7,115.4
11,34,8,88.4
11,34,9,132.9
11,34,10,133.7
11,34,11,121.5
11,34,12,102.5
11,34,13,145.0
11,34,14,127.7
11,34,15,1798.1
11,34,16,1734.2
11,34,17,1806.2
11,34,18,1798.2
11,34,19,1687.8
11,34,20,135.2
11,34,21,109.1
11,34,22,101.9
11,34,23,121.6
11,34,24,2186.5
11,34,25,2196.2
11,34,26,2067.6
11,34,27,2306.5
11,34,28,2229.4
11,34,29,2170.3
11,34,30,2222.4
11,34,31,2381.5
11,34,32,2293.1
11,34,33,2203.2
11,34,34,2322.7
11,34,35,2362.2
11,34,36,2383.6
11,34,37,2211.1
11,34,38,1699.1
11,34,39,1690.5
11,34,40,1865.0
11,34,41,1796.6
11,34,42,1777.8
11,34,43,1917.6
11,34,44,109.8
11,34,45,114.7
11,34,46,114.1
11,34,47,70.3
11,34,48,97.8
11,34,49,113.5
11,34,50,97.1
11,34,51,152.8
11,34,52,107.5
11,34,53,1765.0
11,34,54,1828.6
11,34,55,1775.7
11,34,56,1694.6
11,34,57,100.5
11,34,58,100.4
11,34,59,104.2
11,34,60,127.2
11,34,61,102.2
11,34,62,1872.3
11,34,63,139.9
11,35,0,114.7
11,35,1,1712.9
11,35,2,1843.9
11,35,3,1848.0
11,35,4,1706.4
11,35,5,1706.9
11,35,6,1771.1
11,35,7,92.9
11,35,8,99.9
11,35,9,124.8
11,35,10,112.6
11,35,11,97.1
11,35,12,117.1
11,35,13,76.4
11,35,14,1805.7
11,35,15,1788.0
11,35,16,1749.0
11,35,17,1643.7
11,35,18,1728.7
11,35,19,1779.1
11,35,20,139.9
11,35,21,85.8
11,35,22,131.6
11,35,23,112.2
11,35,24,2237.8
11,35,25,2240.7
11,35,26,2223.9
11,35,27,2189.1
11,35,28,2340.5
11,35,29,2326.1
11,35,30,2249.8
11,35,31,2357.6
11,35,32,2249.8
11,35,33,2250.4
11,35,34,2301.4
11,35,35,2293.2
11,35,36,2305.2
11,35,37,2226.0
11,35,38,1749.1
11,35,39,1691.9
11,35,40,1892.9
11,35,41,1772.7
11,35,42,1789.5
11,35,43,1828.1
11,35,44,58.5
11,35,45,102.1
11,35,46,119.0
11,35,47,1828.6
11,35,48,159.0
11,35,49,108.4
11,35,50,89.8
11,35,51,126.2
11,35,52,1690.7
11,35,53,1671.8
11,35,54,1738.0
11,35,55,1740.0
11,35,56,1855.4
11,35,57,1821.5
11,35,58,110.7
11,35,59,93.1
11,35,60,112.5
11,35,61,110.3
11,35,62,1767.6
11,35,63,78.0
11,36,0,111.6
11,36,1,1792.4
11,36,2,1760.7
11,36,3,1763.7
11,36,4,1776.5
11,36,5,1820.4
11,36,6,1697.3
11,36,7,1740.2
11,36,8,123.2
11,36,9,129.0
11,36,10,93.9
11,36,11,126.8
11,36,12,108.9
11,36,13,1829.5
11,36,14,1900.2
11,36,15,1686.5
11,36,16,1796.6
11,36,17,1801.5
11,36,18,1735.0
11,36,19,1698.9
11,36,20,108.2
11,36,21,79.9
11,36,22,84.1
11,36,23,104.6
11,36,24,2247.9
11,36,25,2280.4
11,36,26,2218.6
11,36,27,2188.7
11,36,28,2349.7
11,36,29,2244.7
11,36,30,2219.0
11,36,31,2321.1
11,36,32,2360.5
11,36,33,2278.1
11,36,34,2282.9
11,36,35,2247.1
11,36,36,2218.8
11,36,37,2302.7
11,36,38,1758.7
11,36,39,1729.3
11,36,40,1830.5
11,36,41,1801.4
11,36,42,1665.3
11,36,43,1837.0
11,36,44,123.6
11,36,45,157.0
11,36,46,142.9
11,36,47,1806.2
11,36,48,1761.8
11,36,49,1772.9
11,36,50,1706.1
11,36,51,1750.2
11,36,52,1689.2
11,36,53,1764.7
11,36,54,1759.5
11,36,55,1769.2
11,36,56,1769.0
11,36,57,1728.0
11,36,58,1774.9
11,36,59,1898.6
11,36,60,1646.6
11,36,61,1769.3
11,36,62,1776.2
11,36,63,96.5
11,37,0,105.2
11,37,1,126.5
11,37,2,1622.6
11,37,3,1836.1
11,37,4,1792.3
11,37,5,1844.2
11,37,6,1729.5
11,37,7,1769.3
11,37,8,1809.5
11,37,9,1745.0
11,37,10,1815.7
11,37,11,1777.6
11,37,12,1712.2
11,37,13,2193.2
11,37,14,2282.0
11,37,15,2300.4
11,37,16,2203.9
11,37,17,2167.0
11,37,18,2398.3
11,37,19,572.5
11,37,20,96.1
11,37,21,106.4
11,37,22,146.2
11,37,23,62.8
11,37,24,2242.4
11,37,25,2270.4
11,37,26,2302.6
11,37,27,2265.9
11,37,28,2235.0
11,37,29,2162.8
11,37,30,2290.5
11,37,31,1778.5
11,37,32,1761.3
11,37,33,1802.1
11,37,34,1752.1
11,37,35,1846.2
11,37,36,1753.2
11,37,37,1728.1
11,37,38,1793.6
11,37,39,1789.8
11,37,40,1750.1
11,37,41,1823.2
11,37,42,1858.0
11,37,43,1830.5
11,37,44,92.5
11,37,45,121.7
11,37,46,119.7
11,37,47,1804.9
11,37,48,1749.8
11,37,49,1810.3
11,37,50,1882.7
11,37,51,1770.0
11,37,52,1830.2
11,37,53,1686.5
11,37,54,1809.3
11,37,55,1729.6
11,37,56,1834.8
11,37,57,1847.8
11,37,58,1833.6
11,37,59,1803.9
11,37,60,1852.1
11,37,61,1771.4
11,37,62,1830.4
11,37,63,118.6
11,38,0,105.8
11,38,1,114.9
11,38,2,1797.7
11,38,3,1784.0
11,38,4,1804.3
11,38,5,1806.7
11,38,6,1729.0
11,38,7,1739.7
11,38,8,1838.1
11,38,9,1868.6
11,38,10,1728.2
11,38,11,1717.1
11,38,12,1933.4
11,38,13,2294.5
11,38,14,2254.5
11,38,15,2236.5
11,38,16,2320.5
11,38,17,2249.6
11,38,18,2275.4
11,38,19,580.5
11,38,20,151.9
11,38,21,132.7
11,38,22,133.5
11,38,23,128.0
11,38,24,2222.5
11,38,25,2339.5
11,38,26,2174.9
11,38,27,2397.1
11,38,28,2294.9
11,38,29,2354.3
11,38,30,2262.2
11,38,31,1739.5
11,38,32,1669.0
11,38,33,1720.2
11,38,34,1663.7
11,38,35,1788.6
11,38,36,1783.3
11,38,37,1894.1
11,38,38,1797.8
11,38,39,1828.4
11,38,40,1729.2
11,38,41,1861.5
11,38,42,1773.9
11,38,43,1753.8
11,38,44,105.6
11,38,45,127.6
11,38,46,118.6
11,38,47,113.6
11,38,48,1814.2
11,38,49,1777.1
11,38,50,1793.0
11,38,51,1750.6
11,38,52,1833.1
11,38,53,1727.9
11,38,54,1765.0
11,38,55,114.7
11,38,56,142.5
11,38,57,118.5
11,38,58,1776.1
11,38,59,1815.6
11,38,60,1741.5
11,38,61,1802.9
11,38,62,1786.5
11,38,63,101.8
11,39,0,111.3
11,39,1,152.3
11,39,2,96.3
11,39,3,1764.6
11,39,4,1836.2
11,39,5,1838.2
11,39,6,1663.4
11,39,7,1845.6
11,39,8,1747.0
11,39,9,1669.7
11,39,10,1859.7
11,39,11,1697.8
11,39,12,1759.9
11,39,13,2279.5
11,39,14,2203.7
11,39,15,2338.5
11,39,16,2282.2
11,39,17,2347.7
11,39,18,599.2
11,39,19,626.1
11,39,20,113.5
11,39,21,98.1
11,39,22,80.2
11,39,23,78.7
11,39,24,2235.7
11,39,25,2191.4
11,39,26,2237.3
11,39,27,2332.7
11,39,28,2240.4
11,39,29,2308.3
11,39,30,2228.1
11,39,31,1833.6
11,39,32,1760.1
11,39,33,1749.2
11,39,34,1732.6
11,39,35,1829.2
11,39,36,1846.5
11,39,37,1720.9
11,39,38,1825.7
11,39,39,1693.2
11,39,40,1767.5
11,39,41,1800.9
11,39,42,1720.8
11,39,43,1818.8
11,39,44,91.0
11,39,45,120.2
11,39,46,112.7
11,39,47,107.1
11,39,48,118.2
11,39,49,1764.9
11,39,50,1708.9
11,39,51,1753.3
11,39,52,1817.2
11,39,53,1763.1
11,39,54,102.8
11,39,55,116.0
11,39,56,115.7
11,39,57,107.9
11,39,58,1785.5
11,39,59,1750.0
11,39,60,1801.2
11,39,61,1762.0
11,39,62,1774.6
11,39,63,138.4
11,40,0,155.2
11,40,1,137.6
11,40,2,156.1
11,40,3,86.2
11,40,4,1676.5
11,40,5,1768.1
11,40,6,1733.3
11,40,7,1900.6
11,40,8,1737.3
11,40,9,1713.9
11,40,10,1799.3
11,40,11,1757.9
11,40,12,1687.0
11,40,13,2239.2
11,40,14,2300.5
11,40,15,2271.1
11,40,16,2294.9
11,40,17,580.1
11,40,18,580.5
11,40,19,571.0
11,40,20,75.7
11,40,21,116.0
11,40,22,133.1
11,40,23,87.5
11,40,24,1855.6
11,40,25,1672.3
11,40,26,1840.4
11,40,27,1664.9
11,40,28,1751.5
11,40,29,1750.9
11,40,30,1915.0
11,40,31,1862.8
11,40,32,1777.7
11,40,33,1825.5
11,40,34,1655.7
11,40,35,1768.2
11,40,36,1738.6
11,40,37,1729.1
11,40,38,1825.5
11,40,39,1652.2
11,40,40,1816.2
11,40,41,1811.8
11,40,42,1868.7
11,40,43,1815.6
11,40,44,133.6
11,40,45,97.8
11,40,46,107.1
11,40,47,92.6
11,40,48,28.9
11,40,49,107.4
11,40,50,1870.0
11,40,51,1875.4
11,40,52,1819.3
11,40,53,148.7
11,40,54,90.5
11,40,55,133.2
11,40,56,153.4
11,40,57,141.4
11,40,58,117.6
11,40,59,1913.4
11,40,60,1688.4
11,40,61,1919.9
11,40,62,1850.3
11,40,63,113.6
11,41,0,117.6
11,41,1,137.8
11,41,2,97.6
11,41,3,116.8
11,41,4,81.8
11,41,5,131.6
11,41,6,1674.5
11,41,7,1783.2
11,41,8,1797.7
11,41,9,1833.3
11,41,10,1677.5
11,41,11,1701.2
11,41,12,1826.4
11,41,13,2181.1
11,41,14,2224.0
11,41,15,603.3
11,41,16,602.9
11,41,17,606.8
11,41,18,574.8
11,41,19,598.3
11,41,20,116.5
11,41,21,103.8
11,41,22,94.6
11,41,23,123.3
11,41,24,1831.9
11,41,25,1829.8
11,41,26,1806.5
11,41,27,1828.8
11,41,28,1725.5
11,41,29,1783.2
11,41,30,1704.6
11,41,31,1774.5
11,41,32,1773.0
11,41,33,1733.6
11,41,34,1847.6
11,41,35,1793.6
11,41,36,1784.1
11,41,37,1855.8
11,41,38,1897.3
11,41,39,1707.1
11,41,40,1669.1
11,41,41,1822.0
11,41,42,1716.1
11,41,43,1656.4
11,41,44,106.9
11,41,45,119.1
11,41,46,118.0
11,41,47,92.1
11,41,48,96.4
11,41,49,128.4
11,41,50,113.0
11,41,51,94.3
11,41,52,131.6
11,41,53,135.0
11,41,54,82.1
11,41,55,114.6
11,41,56,113.1
11,41,57,121.1
11,41,58,151.6
11,41,59,94.8
11,41,60,87.2
11,41,61,129.9
11,41,62,124.3
11,41,63,67.6
11,42,0,124.5
11,42,1,71.5
11,42,2,119.3
11,42,3,151.6
11,42,4,103.3
11,42,5,101.1
11,42,6,129.7
11,42,7,134.5
11,42,8,115.7
11,42,9,130.6
11,42,10,1819.9
11,42,11,124.9
11,42,12,109.8
11,42,13,582.8
11,42,14,619.6
11,42,15,599.1
11,42,16,605.6
11,42,17,609.5
11,42,18,606.2
11,42,19,617.0
11,42,20,123.1
11,42,21,102.0
11,42,22,128.6
11,42,23,124.6
11,42,24,1724.7
11,42,25,1729.6
11,42,26,1829.7
11,42,27,1739.8
11,42,28,1720.7
11,42,29,1793.5
11,42,30,1727.8
11,42,31,1700.3
11,42,32,1714.5
11,42,33,1824.9
11,42,34,1795.6
11,42,35,1749.3
11,42,36,1709.9
11,42,37,1667.7
11,42,38,1742.6
11,42,39,1808.8
11,42,40,1725.7
11,42,41,1766.3
11,42,42,1843.8
11,42,43,1785.3
11,42,44,114.1
11,42,45,85.8
11,42,46,81.3
11,42,47,102.4
11,42,48,126.2
11,42,49,115.9
11,42,50,140.8
11,42,51,101.8
11,42,52,138.1
11,42,53,111.6
11,42,54,111.7
11,42,55,139.6
11,42,56,115.2
11,42,57,104.2
11,42,58,124.0
11,42,59,92.8
11,42,60,133.9
11,42,61,131.6
11,42,62,108.4
11,42,63,110.6
11,43,0,112.1
11,43,1,134.5
11,43,2,96.8
11,43,3,125.2
11,43,4,62.3
11,43,5,101.4
11,43,6,105.0
11,43,7,97.7
11,43,8,131.1
11,43,9,118.4
11,43,10,82.0
11,43,11,81.9
11,43,12,111.4
11,43,13,625.7
11,43,14,604.3
11,43,15,629.6
11,43,16,617.1
11,43,17,599.4
11,43,18,578.5
11,43,19,618.8
11,43,20,103.0
11,43,21,101.1
11,43,22,118.1
11,43,23,124.3
11,43,24,115.4
11,43,25,84.0
11,43,26,93.4
11,43,27,94.6
11,43,28,138.2
11,43,29,116.3
11,43,30,125.6
11,43,31,122.8
11,43,32,118.7
11,43,33,118.7
11,43,34,119.4
11,43,35,89.5
11,43,36,132.2
11,43,37,165.6
11,43,38,87.3
11,43,39,108.9
11,43,40,92.8
11,43,41,151.0
11,43,42,116.7
11,43,43,56.8
11,43,44,116.0
11,43,45,94.9
11,43,46,122.5
11,43,47,120.9
11,43,48,116.6
11,43,49,116.9
11,43,50,141.7
11,43,51,111.9
11,43,52,116.1
11,43,53,1765.6
11,43,54,1759.1
11,43,55,1871.9
11,43,56,123.1
11,43,57,139.3
11,43,58,94.6
11,43,59,127.9
11,43,60,89.3
11,43,61,145.2
11,43,62,99.1
11,43,63,115.1
11,44,0,92.0
11,44,1,122.6
11,44,2,103.8
11,44,3,96.5
11,44,4,103.1
11,44,5,98.2
11,44,6,93.3
11,44,7,83.0
11,44,8,109.0
11,44,9,130.2
11,44,10,117.0
11,44,11,125.8
11,44,12,113.4
11,44,13,120.9
11,44,14,157.8
11,44,15,107.1
11,44,16,122.1
11,44,17,95.1
11,44,18,114.6
11,44,19,98.1
11,44,20,125.3
11,44,21,105.6
11,44,22,136.4
11,44,23,115.9
11,44,24,123.1
11,44,25,85.7
11,44,26,135.0
11,44,27,124.2
11,44,28,121.9
11,44,29,133.8
11,44,30,105.7
11,44,31,154.4
11,44,32,110.1
11,44,33,115.9
11,44,34,129.3
11,44,35,98.3
11,44,36,122.4
11,44,37,104.9
11,44,38,111.3
11,44,39,118.9
11,44,40,129.1
11,44,41,139.3
11,44,42,96.0
11,44,43,103.7
11,44,44,146.3
11,44,45,120.8
11,44,46,123.2
11,44,47,96.0
11,44,48,81.7
11,44,49,123.7
11,44,50,55.9
11,44,51,116.0
11,44,52,1689.6
11,44,53,1842.0
11,44,54,1811.2
11,44,55,1821.4
11,44,56,1737.3
11,44,57,117.7
11,44,58,126.5
11,44,59,97.0
11,44,60,81.6
11,44,61,111.9
11,44,62,1815.5
11,44,63,92.3
11,45,0,161.8
11,45,1,78.7
11,45,2,96.3
11,45,3,110.7
11,45,4,95.8
11,45,5,123.6
11,45,6,106.6
11,45,7,108.1
11,45,8,140.6
11,45,9,143.9
11,45,10,121.9
11,45,11,121.8
11,45,12,158.9
11,45,13,90.7
11,45,14,142.5
11,45,15,128.2
11,45,16,108.3
11,45,17,108.2
11,45,18,97.5
11,45,19,92.1
11,45,20,103.4
11,45,21,68.7
11,45,22,108.0
11,45,23,114.8
11,45,24,101.4
11,45,25,140.1
11,45,26,137.9
11,45,27,112.5
11,45,28,145.6
11,45,29,90.9
11,45,30,109.3
11,45,31,69.8
11,45,32,109.5
11,45,33,91.5
11,45,34,96.6
11,45,35,104.6
11,45,36,115.9
11,45,37,104.7
11,45,38,87.2
11,45,39,143.7
11,45,40,103.3
11,45,41,106.4
11,45,42,119.1
11,45,43,76.1
11,45,44,137.6
11,45,45,87.6
11,45,46,96.6
11,45,47,1698.2
11,45,48,108.5
11,45,49,132.2
11,45,50,116.3
11,45,51,1777.6
11,45,52,1680.4
11,45,53,1822.1
11,45,54,1702.9
11,45,55,1893.1
11,45,56,1798.0
11,45,57,1772.8
11,45,58,102.6
11,45,59,138.6
11,45,60,120.4
11,45,61,1765.2
11,45,62,1805.2
11,45,63,104.4
11,46,0,109.2
11,46,1,97.9
11,46,2,115.5
11,46,3,118.9
11,46,4,107.2
11,46,5,150.4
11,46,6,147.2
11,46,7,81.7
11,46,8,103.9
11,46,9,75.4
11,46,10,69.9
11,46,11,137.9
11,46,12,121.4
11,46,13,142.9
11,46,14,95.0
11,46,15,121.0
11,46,16,98.0
11,46,17,95.3
11,46,18,117.3
11,46,19,124.4
11,46,20,124.1
11,46,21,119.3
11,46,22,72.4
11,46,23,76.7
11,46,24,125.9
11,46,25,102.6
11,46,26,99.1
11,46,27,84.4
11,46,28,113.9
11,46,29,113.4
11,46,30,98.4
11,46,31,108.7
11,46,32,121.3
11,46,33,69.2
11,46,34,117.0
11,46,35,116.7
11,46,36,111.9
11,46,37,141.1
11,46,38,97.6
11,46,39,124.3
11,46,40,134.5
11,46,41,133.1
11,46,42,133.6
11,46,43,95.5
11,46,44,114.5
11,46,45,125.4
11,46,46,100.1
11,46,47,1714.4
11,46,48,1754.8
11,46,49,1789.8
11,46,50,1833.9
11,46,51,1735.4
11,46,52,1894.0
11,46,53,1839.4
11,46,54,1768.6
11,46,55,1807.3
11,46,56,1780.0
11,46,57,1741.7
11,46,58,1866.6
11,46,59,1862.0
11,46,60,1803.2
11,46,61,1772.4
11,46,62,1793.8
11,46,63,123.9
11,47,0,83.2
11,47,1,125.2
11,47,2,111.7
11,47,3,130.0
11,47,4,100.6
11,47,5,126.5
11,47,6,100.5
11,47,7,119.3
11,47,8,97.5
11,47,9,112.6
11,47,10,95.3
11,47,11,127.4
11,47,12,108.8
11,47,13,86.7
11,47,14,145.2
11,47,15,143.1
11,47,16,96.9
11,47,17,143.7
11,47,18,137.8
11,47,19,115.1
11,47,20,108.7
11,47,21,115.3
11,47,22,63.8
11,47,23,145.2
11,47,24,92.2
11,47,25,105.0
11,47,26,123.6
11,47,27,129.1
11,47,28,91.6
11,47,29,146.4
11,47,30,101.1
11,47,31,119.5
11,47,32,126.5
11,47,33,111.5
11,47,34,122.5
11,47,35,111.4
11,47,36,108.4
11,47,37,124.0
11,47,38,109.7
11,47,39,110.2
11,47,40,118.1
11,47,41,83.3
11,47,42,112.0
11,47,43,81.1
11,47,44,137.9
11,47,45,95.9
11,47,46,109.8
11,47,47,1715.0
11,47,48,1686.0
11,47,49,1739.6
11,47,50,1843.3
11,47,51,1797.6
11,47,52,1853.1
11,47,53,1747.5
11,47,54,1846.6
11,47,55,1815.1
11,47,56,1765.9
11,47,57,1834.8
11,47,58,1807.1
11,47,59,1784.2
11,47,60,1816.1
11,47,61,1796.2
11,47,62,1678.3
11,47,63,87.5
11,48,0,104.1
11,48,1,119.8
11,48,2,142.5
11,48,3,109.3
11,48,4,138.8
11,48,5,105.7
11,48,6,132.0
11,48,7,132.0
11,48,8,137.6
11,48,9,124.9
11,48,10,149.9
11,48,11,120.1
11,48,12,86.6
11,48,13,110.4
11,48,14,83.5
11,48,15,120.3
11,48,16,66.9
11,48,17,127.3
11,48,18,132.0
11,48,19,90.7
11,48,20,104.3
11,48,21,82.6
11,48,22,59.1
11,48,23,114.7
11,48,24,76.9
11,48,25,120.2
11,48,26,72.3
11,48,27,133.2
11,48,28,120.2
11,48,29,132.2
11,48,30,128.0
11,48,31,115.7
11,48,32,66.5
11,48,33,88.3
11,48,34,106.1
11,48,35,153.5
11,48,36,117.4
11,48,37,95.9
11,48,38,93.7
11,48,39,119.5
11,48,40,74.4
11,48,41,115.8
11,48,42,112.8
11,48,43,118.7
11,48,44,95.6
11,48,45,95.6
11,48,46,125.8
11,48,47,88.5
11,48,48,1758.9
11,48,49,1763.9
11,48,50,1725.9
11,48,51,1757.9
11,48,52,1690.2
11,48,53,1794.4
11,48,54,1739.7
11,48,55,108.2
11,48,56,128.7
11,48,57,107.1
11,48,58,1754.0
11,48,59,1668.2
11,48,60,1703.0
11,48,61,1832.4
11,48,62,1790.9
11,48,63,101.7
11,49,0,127.0
11,49,1,100.0
11,49,2,101.3
11,49,3,123.3
11,49,4,80.8
11,49,5,118.0
11,49,6,122.9
11,49,7,152.2
11,49,8,147.1
11,49,9,111.7
11,49,10,93.3
11,49,11,101.7
11,49,12,101.6
11,49,13,112.1
11,49,14,98.1
11,49,15,139.2
11,49,16,125.8
11,49,17,93.7
11,49,18,73.0
11,49,19,94.2
11,49,20,105.7
11,49,21,128.3
11,49,22,117.5
11,49,23,110.0
11,49,24,93.2
11,49,25,60.3
11,49,26,109.9
11,49,27,106.9
11,49,28,115.2
11,49,29,115.7
11,49,30,100.5
11,49,31,105.8
11,49,32,123.7
11,49,33,103.2
11,49,34,94.1
11,49,35,93.4
11,49,36,92.7
11,49,37,102.1
11,49,38,105.3
11,49,39,134.7
11,49,40,80.5
11,49,41,81.0
11,49,42,128.9
11,49,43,126.5
11,49,44,157.0
11,49,45,97.3
11,49,46,95.6
11,49,47,119.1
11,49,48,100.2
11,49,49,1716.4
11,49,50,1807.9
11,49,51,1795.0
11,49,52,1822.5
11,49,53,1742.4
11,49,54,101.2
11,49,55,89.9
11,49,56,95.1
11,49,57,94.1
11,49,58,125.8
11,49,59,1715.6
11,49,60,1807.7
11,49,61,1745.6
11,49,62,1740.3
11,49,63,105.3
11,50,0,99.3
11,50,1,124.3
11,50,2,123.8
11,50,3,96.5
11,50,4,113.9
11,50,5,115.6
11,50,6,132.5
11,50,7,157.5
11,50,8,150.4
11,50,9,126.1
11,50,10,104.5
11,50,11,105.1
11,50,12,124.3
11,50,13,107.1
11,50,14,116.2
11,50,15,119.7
11,50,16,149.3
11,50,17,120.3
11,50,18,122.7
11,50,19,109.7
11,50,20,77.9
11,50,21,95.4
11,50,22,92.4
11,50,23,110.0
11,50,24,102.1
11,50,25,116.1
11,50,26,86.5
11,50,27,147.0
11,50,28,111.0
11,50,29,125.1
11,50,30,97.8
11,50,31,156.6
11,50,32,59.7
11,50,33,113.7
11,50,34,72.3
11,50,35,99.8
11,50,36,127.6
11,50,37,91.0
11,50,38,109.8
11,50,39,113.8
11,50,40,104.9
11,50,41,128.9
11,50,42,154.8
11,50,43,94.1
11,50,44,148.4
11,50,45,115.7
11,50,46,106.2
11,50,47,119.9
11,50,48,92.9
11,50,49,140.0
11,50,50,1821.7
11,50,51,1726.2
11,50,52,1849.8
11,50,53,99.3
11,50,54,98.6
11,50,55,90.8
11,50,56,95.5
11,50,57,113.4
11,50,58,94.2
11,50,59,90.2
11,50,60,1848.0
11,50,61,1716.4
11,50,62,1791.7
11,50,63,117.9
11,51,0,136.4
11,51,1,67.2
11,51,2,122.4
11,51,3,117.7
11,51,4,132.9
11,51,5,82.5
11,51,6,129.8
11,51,7,108.5
11,51,8,141.3
11,51,9,130.8
11,51,10,141.3
11,51,11,99.7
11,51,12,134.8
11,51,13,85.7
11,51,14,147.8
11,51,15,102.2
11,51,16,106.3
11,51,17,103.5
11,51,18,106.5
11,51,19,97.6
11,51,20,111.9
11,51,21,122.6
11,51,22,102.2
11,51,23,64.6
11,51,24,114.0
11,51,25,156.6
11,51,26,110.3
11,51,27,143.2
11,51,28,157.2
11,51,29,125.2
11,51,30,108.2
11,51,31,137.0
11,51,32,91.3
11,51,33,114.9
11,51,34,89.6
11,51,35,101.8
11,51,36,113.2
11,51,37,109.4
11,51,38,127.8
11,51,39,106.4
11,51,40,110.2
11,51,41,107.8
11,51,42,144.3
11,51,43,127.9
11,51,44,128.5
11,51,45,113.8
11,51,46,135.1
11,51,47,125.0
11,51,48,104.3
11,51,49,127.7
11,51,50,89.3
11,51,51,112.4
11,51,52,122.1
11,51,53,82.6
11,51,54,88.2
11,51,55,133.6
11,51,56,128.1
11,51,57,88.4
11,51,58,95.7
11,51,59,96.9
11,51,60,93.8
11,51,61,112.1
11,51,62,77.8
11,51,63,108.1
11,52,0,128.3
11,52,1,109.3
11,52,2,117.2
11,52,3,137.7
11,52,4,83.3
11,52,5,109.9
11,52,6,105.7
11,52,7,125.4
11,52,8,99.9
11,52,9,102.8
11,52,10,115.0
11,52,11,113.8
11,52,12,105.3
11,52,13,129.6
11,52,14,95.0
11,52,15,86.2
11,52,16,107.9
11,52,17,113.8
11,52,18,97.0
11,52,19,140.9
11,52,20,126.7
11,52,21,146.7
11,52,22,96.6
11,52,23,98.9
11,52,24,81.3
11,52,25,118.4
11,52,26,95.4
11,52,27,134.6
11,52,28,98.8
11,52,29,122.5
11,52,30,128.2
11,52,31,108.6
11,52,32,126.3
11,52,33,106.0
11,52,34,89.1
11,52,35,123.9
11,52,36,136.1
11,52,37,72.7
11,52,38,73.3
11,52,39,113.0
11,52,40,112.0
11,52,41,76.2
11,52,42,138.4
11,52,43,118.0
11,52,44,139.7
11,52,45,112.1
11,52,46,96.6
11,52,47,109.2
11,52,48,102.0
11,52,49,111.3
11,52,50,94.1
11,52,51,105.5
11,52,52,126.3
11,52,53,110.7
11,52,54,102.2
11,52,55,112.6
11,52,56,87.3
11,52,57,112.3
11,52,58,114.0
11,52,59,78.6
11,52,60,120.1
11,52,61,78.4
11,52,62,120.3
11,52,63,115.1
11,53,0,117.7
11,53,1,98.2
11,53,2,104.8
11,53,3,122.2
11,53,4,113.3
11,53,5,133.5
11,53,6,111.4
11,53,7,112.0
11,53,8,84.6
11,53,9,133.0
11,53,10,131.7
11,53,11,130.2
11,53,12,128.6
11,53,13,86.6
11,53,14,143.8
11,53,15,128.3
11,53,16,120.7
11,53,17,90.4
11,53,18,115.9
11,53,19,155.9
11,53,20,106.8
11,53,21,138.8
11,53,22,95.6
11,53,23,116.9
11,53,24,79.2
11,53,25,140.0
11,53,26,120.9
11,53,27,99.1
11,53,28,133.2
11,53,29,136.3
11,53,30,123.8
11,53,31,98.2
11,53,32,90.8
11,53,33,126.0
11,53,34,112.4
11,53,35,110.0
11,53,36,117.5
11,53,37,105.8
11,53,38,105.5
11,53,39,130.6
11,53,40,77.0
11,53,41,125.9
11,53,42,81.9
11,53,43,119.4
11,53,44,120.1
11,53,45,127.3
11,53,46,121.7
11,53,47,120.2
11,53,48,71.4
11,53,49,164.2
11,53,50,77.6
11,53,51,149.4
11,53,52,132.7
11,53,53,1850.0
11,53,54,1794.8
11,53,55,1756.3
11,53,56,148.8
11,53,57,122.6
11,53,58,123.6
11,53,59,110.8
11,53,60,94.6
11,53,61,112.5
11,53,62,112.9
11,53,63,135.3
11,54,0,100.4
11,54,1,85.7
11,54,2,108.5
11,54,3,104.8
11,54,4,129.4
11,54,5,124.5
11,54,6,113.9
11,54,7,104.3
11,54,8,111.5
11,54,9,121.7
11,54,10,86.7
11,54,11,112.8
11,54,12,119.2
11,54,13,110.0
11,54,14,131.8
11,54,15,120.2
11,54,16,121.8
11,54,17,123.3
